row_label_raw,row_label_full,col_0,col_1,Năm 2024VND,Năm 2023VND,numeric__col_1,numeric__Năm 2024VND,numeric__Năm 2023VND
6.5,6.5,6.5,Chi phí quản lý doanh nghiệp,,,,,
6.5,6.5 > 6.5,6.5,Chi phí nhân viên,102.651.943.874,148.624.293.105,,102651943874.0,148624293105.0
6.5,6.5 > 6.5,6.5,Chi phí khấu hao,2.851.089.962,3.310.153.907,,2851089962.0,3310153907.0
6.5,6.5 > 6.5,6.5,Dự phòng/(hoàn nhập) phải thu khó đòi,(364.550.914.227),424.843.331.654,,-364550914227.0,424843331654.0
6.5,6.5 > 6.5,6.5,Chi phí dịch vụ,79.210.815.221,92.267.993.692,,79210815221.0,92267993692.0
6.5,6.5 > 6.5,6.5,Chi phí quản lý khác,11.733.181.371,18.576.007.900,,11733181371.0,18576007900.0
6.5,6.5 > 6.5,6.5,,(168.103.883.799),687.621.780.258,,-168103883799.0,687621780258.0
,,,,Năm 2024VND,Năm 2023VND,,,
6.6,6.6,6.6,Thu nhập khác,,,,,
6.6,6.6 > 6.6,6.6,Thanh lý tài sản,567.390.387.734,12.322.682.551,,567390387734.0,12322682551.0
6.6,6.6 > 6.6,6.6,Thu từ mua bán nợ,13.628.974.465,-,,13628974465.0,
6.6,6.6 > 6.6,6.6,Hoàn dự phòng bảo hành công trình,13.204.384.106,29.148.118.690,,13204384106.0,29148118690.0
6.6,6.6 > 6.6,6.6,Thu nhập khác,13.736.639.747,21.324.881,,13736639747.0,21324881.0
6.6,6.6 > 6.6,6.6,,607.960.386.052,41.492.126.122,,607960386052.0,41492126122.0
,,,,Năm 2024VND,Năm 2023VND,,,
6.7,6.7,6.7,Chi phí khác,,,,,
6.7,6.7 > 6.7,6.7,"Tiền nộp bảo hiểm xã hội, thuế",6.276.895.958,12.359.101.543,,6276895958.0,12359101543.0
6.7,6.7 > 6.7,6.7,Tiền lãi do chậm thanh toán,1.960.532.864,2.994.217.589,,1960532864.0,2994217589.0
6.7,6.7 > 6.7,6.7,Tiền lãi do thanh lý hợp đồng đặt cọc,-,4.160.101.277,,,4160101277.0
6.7,6.7 > 6.7,6.7,,8.237.428.822,19.513.420.409,,8237428822.0,19513420409.0
,,,,Năm 2024VND,Năm 2023VND,,,
6.8,6.8,6.8,"Chi phí sản xuất, kinh doanh theo yếu tố",,,,,
6.8,6.8 > 6.8,6.8,Chi phí nguyên vật liệu,3.617.588.538.256,4.343.028.593.047,,3617588538256.0,4343028593047.0
6.8,6.8 > 6.8,6.8,Chi phí nhân công,1.158.751.812.919,1.948.468.192.716,,1158751812919.0,1948468192716.0
6.8,6.8 > 6.8,6.8,Chi phí khấu hao tài sản cố định,145.698.821.577,196.721.871.028,,145698821577.0,196721871028.0
6.8,6.8 > 6.8,6.8,Dự phòng/(hoàn nhập) phải thu khó đòi,(364.550.914.227),424.843.331.654,,-364550914227.0,424843331654.0
6.8,6.8 > 6.8,6.8,Chi phí dịch vụ mua ngoài,308.707.470.664,534.409.606.393,,308707470664.0,534409606393.0
6.8,6.8 > 6.8,6.8,Chi phí khác bằng tiền,119.507.737.799,331.041.324.213,,119507737799.0,331041324213.0
6.8,6.8 > 6.8,6.8,,4.985.703.466.989,7.778.512.919.051,,4985703466989.0,7778512919051.0
