row_label_raw,row_label_full,5.13,Chi phí trả trước,31/12/2024VND,01/01/2024VND,numeric__Chi phí trả trước,numeric__31/12/2024VND,numeric__01/01/2024VND
5.13,5.13,5.13,Chỉ phí trả trước ngắn hạn,13.410.354.828,14.462.381.513,,13410354828.0,14462381513.0
5.13,5.13,5.13,Chi phí trả trước về thuê văn phòng,582.059.887,1.264.441.203,,582059887.0,1264441203.0
5.13,5.13,5.13,Công cụ dụng cụ xuất dùng,7.516.623.031,3.473.199.804,,7516623031.0,3473199804.0
5.13,5.13,5.13,Phần mềm,-,379.018.628,,,379018628.0
5.13,5.13,5.13,Phí báo lãnh ngân hàng,2.281.669.704,-,,2281669704.0,
5.13,5.13,5.13,Chi phí trả trước ngắn hạn khác,3.030.002.206,9.345.721.878,,3030002206.0,9345721878.0
5.13,5.13,5.13,Chi phí trả trước dài hạn,59.252.412.557,84.831.775.697,,59252412557.0,84831775697.0
5.13,5.13,5.13,Công cụ dụng cụ xuất dùng,539.078.550,19.436.327.243,,539078550.0,19436327243.0
5.13,5.13,5.13,Tiền thuê đất (*),50.859.361.868,52.095.358.496,,50859361868.0,52095358496.0
5.13,5.13,5.13,Phí báo lãnh ngân hàng,4.379.392.514,9.662.770.079,,4379392514.0,9662770079.0
5.13,5.13,5.13,Chi phí mua báo hiểm,2.799.589.172,1.842.593.468,,2799589172.0,1842593468.0
5.13,5.13,5.13,Phí cải tạo và sửa chữa,-,749.541.086,,,749541086.0
5.13,5.13,5.13,Chi phí trả trước dài hạn khác,674.990.453,1.045.185.325,,674990453.0,1045185325.0
,,,,72.662.767.385,99.294.157.210,,72662767385.0,99294157210.0
