row_label_raw,row_label_full,6.1.2,Doanh thu bán hàng và cung cấp dịch vụ cho các bên liên quan,Năm 2024VND,Năm 2023VND,numeric__Doanh thu bán hàng và cung cấp dịch vụ cho các bên liên quan,numeric__Năm 2024VND,numeric__Năm 2023VND
6.1.2,6.1.2,6.1.2,Công ty TNHH MTV Máy Xây dựng Matec,110.908.019.749,109.048.890.379,,110908019749.0,109048890379.0
6.1.2,6.1.2,6.1.2,Công ty CP Tiến Phát Sanyo Homes,13.112.113.361,6.064.384.799,,13112113361.0,6064384799.0
6.1.2,6.1.2,6.1.2,,124.020.133.110,115.113.275.178,,124020133110.0,115113275178.0
6.1.2,6.1.2,6.1.2,(i) Doanh thu hợp đồng xây dựng,(i) Doanh thu hợp đồng xây dựng,(i) Doanh thu hợp đồng xây dựng,,,
6.1.2,6.1.2 > 6.1.2,6.1.2,"Doanh thu của hợp đồng xây dựng được ghi nhận trong năm, trong đó:",5.088.710.693.524,7.164.013.190.836,,5088710693524.0,7164013190836.0
6.1.2,6.1.2 > 6.1.2,6.1.2,- Doanh thu trong năm của hợp đồng xây dựng đang còn thực hiện tại ngày cuối năm,2.367.688.354.849,5.967.947.224.201,,2367688354849.0,5967947224201.0
6.1.2,6.1.2 > 6.1.2,6.1.2,- Doanh thu trong năm của hợp đồng xây dựng đã hoàn thành,2.721.022.338.675,1.196.065.966.635,,2721022338675.0,1196065966635.0
6.1.2,6.1.2 > 6.1.2,6.1.2,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện được ghi nhận đến ngày kết thúc năm tài chính,15.696.743.073.535,11.859.457.372.081,,15696743073535.0,11859457372081.0
6.1.2,6.1.2,6.1.2,,Năm 2024VND,Năm 2023VND,,,
6.2,6.2,6.2,Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,,,
6.2,6.2 > 6.2,6.2,Giá vốn hợp đồng xây dựng,4.939.744.298.988,6.865.557.640.691,,4939744298988.0,6865557640691.0
6.2,6.2 > 6.2,6.2,Giá vốn cho thuê máy móc thiết bị,129.511.808.958,191.377.999.998,,129511808958.0,191377999998.0
6.2,6.2 > 6.2,6.2,Giá vốn Bất động sản,5.615.363.766,-,,5615363766.0,
6.2,6.2 > 6.2,6.2,Giá vốn khác,107.468.145.627,-,,107468145627.0,
6.2,6.2 > 6.2,6.2,Dự phòng giảm giá hàng tồn kho,(15.864.450.870),1.434.734.336,,-15864450870.0,1434734336.0
6.2,6.2 > 6.2,6.2,,5.166.475.166.489,7.058.370.375.025,,5166475166489.0,7058370375025.0
6.2,6.2,6.2,,Năm 2024VND,Năm 2023VND,,,
6.3,6.3,6.3,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,,,
6.3,6.3 > 6.3,6.3,"Lãi tiền gửi, tiền cho vay",177.825.845.084,3.040.679.378,,177825845084.0,3040679378.0
6.3,6.3 > 6.3,6.3,Cổ tức lợi nhuận được chia,-,45.248.859.371,,,45248859371.0
6.3,6.3 > 6.3,6.3,Lãi chênh lệch tỷ giả do đánh giá lại,9.149.799,3.822.886,,9149799.0,3822886.0
6.3,6.3 > 6.3,6.3,Lãi chuyển nhượng đầu tư,98.264.250.000,-,,98264250000.0,
6.3,6.3 > 6.3,6.3,Lãi châm thanh toán,65.373.847.033,44.361.305.931,,65373847033.0,44361305931.0
6.3,6.3 > 6.3,6.3,Doanh thu hoạt động tài chính khác,300.503.226,71.153.036,,300503226.0,71153036.0
6.3,6.3 > 6.3,6.3,,341.773.595.142,92.725.820.602,,341773595142.0,92725820602.0
6.3,6.3,6.3,,Năm 2024VND,Năm 2023VND,,,
6.4,6.4,6.4,Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,,,
6.4,6.4 > 6.4,6.4,Lãi tiền vay,395.349.976.304,540.249.396.617,,395349976304.0,540249396617.0
6.4,6.4 > 6.4,6.4,Chi phí phát hành trái phiếu,2.317.333.336,-,,2317333336.0,
6.4,6.4 > 6.4,6.4,Dự phòng/(hoản nhập) tổn thất đầu tư tài chính,(51.362.137.501),49.662.810.457,,-51362137501.0,49662810457.0
6.4,6.4 > 6.4,6.4,Lỗ chênh lệch tỷ giả do đánh giá lại,-,178.820.460,,,178820460.0
6.4,6.4 > 6.4,6.4,Lỗ chênh lệch tỷ giả,237.270.758,-,,237270758.0,
6.4,6.4 > 6.4,6.4,,346.542.442.897,590.091.027.534,,346542442897.0,590091027534.0
