row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm,31/12/2024VND > 3.597.982.474.465 > 120.312.000.004 > 376.000.000.000,01/01/2024VND > 3.861.405.206.030 > 331.399.666.668 > 352.595.000.000,numeric__31/12/2024VND > 3.597.982.474.465 > 120.312.000.004 > 376.000.000.000,numeric__01/01/2024VND > 3.861.405.206.030 > 331.399.666.668 > 352.595.000.000
,,,4.094.294.474.469,4.545.399.872.698,4094294474469.0,4545399872698.0
Số phải trả trong vòng 12 tháng,Số phải trả trong vòng 12 tháng,Số phải trả trong vòng 12 tháng,3.718.294.474.469,3.861.405.206.030,3718294474469.0,3861405206030.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,376.000.000.000,683.994.666.668,376000000000.0,683994666668.0
