row_label_raw,row_label_full,STT,TÊN NHÀ CUNG CÁP,TẠI 31/12/2024,numeric__TÊN NHÀ CUNG CÁP,numeric__TẠI 31/12/2024
125,125,125,CÔNG TY CP KHOÀNG SẢN FECON,6.126.014.373,,6126014373.0
126,126,126,CÔNG TY CỔ PHẦN HA TÀNG TUẤN KIỆT,6.100.790.720,,6100790720.0
127,127,127,CÔNG TY TNHH MTV ĐẦU TƯ' VÀ XÃY DỰNG CUỒNG THỊNH PHÁT,6.097.282.529,,6097282529.0
128,128,128,CÔNG TY TNHH THANG MÃY HYUNDAI THÀNH CÔNG VIỆT NAM,6.090.495.754,,6090495754.0
129,129,129,CÔNG TY TNHH ĐẦU TƯ' XÃY DỰNG AN NGỌC,6.030.652.487,,6030652487.0
130,130,130,CÔNG TY TNHH XÃY DỰNG DẮN DỰNG TUẤN HÙNG,6.024.881.422,,6024881422.0
131,131,131,CÔNG TY TNHH SX -XD -TM HOA GIANG,6.003.375.839,,6003375839.0
132,132,132,CÔNG TY CỔ PHẦN XÃY DỰNG THƯƠNG MAI BÌNH TÂM BROTHERS,5.984.972.651,,5984972651.0
133,133,133,CÔNG TY TNHH CƠ ĐIỆN VÀ XÃY DỰNG PHỨC AN,5.960.970.105,,5960970105.0
134,134,134,CÔNG TY TNHH CHẾ BIỂN GỔ PHƯƠNG TRUNG,5.881.910.982,,5881910982.0
135,135,135,CÔNG TY TNHH TND HÀ NỘI,5.841.626.155,,5841626155.0
136,136,136,CÔNG TY TNHH MTV XÃY DỰNG VÀ THƯƠNG MAI RIHAN DAVICO,5.792.297.079,,5792297079.0
137,137,137,CÔNG TY TNHH THƯƠNG MAI ĐẦU TƯ' XÃY DỰNG HOÀNG VÂN,5.715.699.938,,5715699938.0
138,138,138,CÔNG TY TNHH DUNG NGUYỄN NGỌC,5.658.556.765,,5658556765.0
139,139,139,CÔNG TY TNHH TM DV ĐIỆN HÙNG THUẬN,5.604.688.191,,5604688191.0
140,140,140,CÔNG TY TNHH MTV XÃY DỰNG ĐOÀN LỚI,5.581.708.528,,5581708528.0
141,141,141,CÔNG TY CỔ PHẦN CƠ ĐIỆN ĐỨC THINH PHÁT,5.540.951.271,,5540951271.0
142,142,142,CÔNG TY CP ĐẦU TƯ' XÃY DỰNG TMDV XNK HOÀNG THÀNH,5.490.166.963,,5490166963.0
143,143,143,CÔNG TY TNHH THƯƠNG MAI DỊCH VƯ XÃY DỰNG PHAN HÙNG,5.469.799.680,,5469799680.0
144,144,144,CÔNG TY TNHH NHẬT TRƯỜNG VINH,5.448.569.610,,5448569610.0
145,145,145,CÔNG TY TNHH SẢN XUẤT GỔ AN CUỒNG,5.431.024.351,,5431024351.0
146,146,146,"SEOBO INDUSTRIAL CO.,LTD",5.408.591.477,,5408591477.0
147,147,147,CÔNG TY TNHH CÔNG NGHIỆP UBRO,5.358.888.907,,5358888907.0
148,148,148,CÔNG TY CỔ PHẦN CƠ KHÍ PHỦ TRUNG,5.356.163.043,,5356163043.0
149,149,149,CÔNG TY TNHH XÃY DỰNG SAMWOO VIỆT NAM,5.326.348.077,,5326348077.0
150,150,150,CÔNG TY TNHH XÃY DỰNG VÀ DỊCH VƯ TND TÂN SƠN VIỆT NAM,5.320.545.845,,5320545845.0
151,151,151,CÔNG TY TNHH THƯƠNG MAI VÀ XÃY LẬP THÁI HÙNG,5.319.944.425,,5319944425.0
152,152,152,CÔNG TY TNHH THANH THÁI HÒA,5.319.083.250,,5319083250.0
153,153,153,CÔNG TY TNHH MTV LỌC GIA VÍNH PHỨC,5.282.331.058,,5282331058.0
154,154,154,CÔNG TY CỔ PHẦN KỸ THUẬT IPC,5.278.867.468,,5278867468.0
155,155,155,CÔNG TY CP GIẢI PHΑP NHÒM KÍNH CSA,5.245.851.082,,5245851082.0
156,156,156,CÔNG TY TNHH MTV ĐẦU TƯ' TM XÃY DỰNG TRUNG LÊ,5.237.068.990,,5237068990.0
157,157,157,CÔNG TY CỔ PHẦN SKY LINK,5.191.917.000,,5191917000.0
158,158,158,CÔNG TY CỔ PHẦN NHỮA CHẦU ẦU XANH,5.173.738.909,,5173738909.0
159,159,159,CÔNG TY TNHH MTV THƯƠNG MAI XÃY DỰNG VIỆT Ỹ,5.076.466.875,,5076466875.0
160,160,160,CÔNG TY TNHH SẢN XUẤT VÀ THƯƠNG MAI ĐỨC HIÉU CHUNG,5.075.669.046,,5075669046.0
161,161,161,CÔNG TY TNHH TM VÀ DV VĂN TÃI HÃI ANH,5.019.298.701,,5019298701.0
162,162,162,CÔNG TY TNHH THANG MÃY OTIS VIỆT NAM,5.019.047.116,,5019047116.0
163,163,163,CÔNG TY TNHH GYPCO,4.988.356.314,,4988356314.0
164,164,164,CÔNG TY TNHH TNT PROJECTS,4.972.412.784,,4972412784.0
165,165,165,CÔNG TY CỔ PHẦN BÊ TỔNG NGOẠI THƯƠNG,4.925.646.225,,4925646225.0
166,166,166,CÔNG TY CỔ PHẦN NHÀ HÒA BÌNH,4.917.956.581,,4917956581.0
167,167,167,CÔNG TY CỔ PHẦN XÃY DỰNG PHỦ THƯƠNG,4.896.440.647,,4896440647.0
