row_label_raw,row_label_full,STT,TÊN NHÀ CUNG CÁP,TẠI 31/12/2024,numeric__TÊN NHÀ CUNG CÁP,numeric__TẠI 31/12/2024
631,631,631,CÔNG TY CÓ PHẦN SẢI GỐN DC,1.059.242.640,,1059242640.0
632,632,632,CÔNG TY TNHH TM&DV BSM,1.056.077.789,,1056077789.0
633,633,633,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ĐỒNG VINH,1.048.803.240,,1048803240.0
634,634,634,CÔNG TY TNHH TƯ' VĂN XD TM SƠN THANH,1.045.701.528,,1045701528.0
635,635,635,CÔNG TY TNHH MTV VẠN TẢI PHƯƠNG LONG,1.041.764.044,,1041764044.0
636,636,636,CÔNG TY CP ĐẦU TƯ' THƯƠNG MẠI XAYOUT DỰNG MINH NHẬT QUANG,1.041.605.861,,1041605861.0
637,637,637,CÔNG TY TNHH XAYOUT DỰNG HOÀNG GIA PHÚ QUỐC,1.040.781.666,,1040781666.0
638,638,638,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ ĐẦU TƯ' XAYOUT DỰNG THANH BÌNH,1.036.961.676,,1036961676.0
639,639,639,CÔNG TY TNHH XAYOUT DỰNG - PHÒNG CHÁY CHỦA CHÁY D.N.F,1.030.851.290,,1030851290.0
640,640,640,CÔNG TY CP KỸ THUẬT VÀ DỊCH VỤ ĐỨC TÍN,1.028.159.209,,1028159209.0
641,641,641,CÔNG TY CP ĐẦU TƯ' XAYOUT DỰNG VÀ PHẬT TRIỂN MINH QUANG,1.027.611.505,,1027611505.0
642,642,642,CÔNG TY TNHH ĐẦU TƯ' XAYOUT DỰNG NQA,1.026.352.866,,1026352866.0
643,643,643,CÔNG TY CÓ PHẦN CÔNG NGHỆ XAYOUT DỰNG NEO VIỆT,1.022.854.361,,1022854361.0
644,644,644,CÔNG TY TNHH XAYOUT DỰNG BÙI GIA LÊ,1.022.159.578,,1022159578.0
645,645,645,CÔNG TY TNHH TM-XD SƠN TINH,1.014.561.575,,1014561575.0
646,646,646,CÔNG TY TNHH ĐẦU TƯ' XAYOUT DỰNG DỊCH VỤ CẤT TUỒNG,1.011.813.128,,1011813128.0
647,647,647,CÔNG TY CÓ PHẦN ĐẦU TƯ' VÀ XAYOUT DỰNG BẢO HÀ,1.011.345.080,,1011345080.0
648,648,648,CÔNG TY TNHH XAYOUT DỰNG VÀ THI CÔNG CƠ GIỚI LÝ HUỲNH,1.011.035.042,,1011035042.0
649,649,649,CÔNG TY TNHH HOÀNG HƯƠNG XAYOUT DỰNG,1.010.182.406,,1010182406.0
650,650,650,CÔNG TY TNHH XD & TM TRIỆU LONG GIANG,1.008.202.388,,1008202388.0
651,651,651,CÔNG TY CP BẾ TỔNG MÙI NẾ,1.007.476.502,,1007476502.0
652,652,652,CÔNG TY CP XAYOUT DỰNG VÀ ĐẦU TƯ' MINH HÀ,1.003.619.697,,1003619697.0
653,653,653,CÔNG TY TNHH THI CÔNG ĐÀ TƯ' NHIỂN VIỆT NAM,1.001.584.823,,1001584823.0
654,654,654,CÔNG TY CP ĐT XD NGUYÊN THÌNH,1.000.624.414,,1000624414.0
655,655,655,CÔNG TY CP TẬP ĐOẠN GOLDEN LAND,1.000.000.000,,1000000000.0
656,656,656,CÔNG TY TNHH AN QUANG MINH,1.000.000.000,,1000000000.0
657,657,657,CÁC NHÀ CUNG CẤP KHÁC,441.260.545.462,,441260545462.0
,,,TỔNG CỘNG,3.964.256.936.464,,3964256936464.0
