row_label_raw,row_label_full,STT,TÊN NHÀ CUNG CÁP,TẠI 31/12/2024,numeric__TÊN NHÀ CUNG CÁP,numeric__TẠI 31/12/2024
337,337,337,CÔNG TY CÓ PHẦN KỸ THUẬT VÀ XẢY DỰNG THÀNH ĐỒNG,2.349.332.163,,2349332163.0
338,338,338,CÔNG TY TNHH ĐẦU TƯ' XẢY DỰNG THƯƠNG MAI DỊCH VU LÊ HUY,2.347.175.319,,2347175319.0
339,339,339,CÔNG TY TNHH SẢN XUẤT VÀ TRANG TRÍ MỘC HÒA BÌNH,2.345.466.912,,2345466912.0
340,340,340,CÔNG TY TNHH ĐẦU TƯ' XẢY DỰNG HNB,2.307.206.300,,2307206300.0
341,341,341,CÔNG TY TNHH TƯ' VĂN ĐẦU TƯ' - CN VÀ THIẾT BI AN TOẦN THẢNG LONG,2.301.126.626,,2301126626.0
342,342,342,CÔNG TY TNHH SX TM XD VÍ TÍN,2.300.258.109,,2300258109.0
343,343,343,CÔNG TY TNHH ĐẦU TƯ' VÀ XẢY DỰNG AIG,2.295.345.141,,2295345141.0
344,344,344,CÔNG TY TNHH HOÀN THIỆN XẢY DỰNG HÒA AN PHẮT,2.293.599.617,,2293599617.0
345,345,345,CÔNG TY TNHH MTV XẢY DỰNG THANH TUYỀN,2.287.098.126,,2287098126.0
346,346,346,CÔNG TY TNHH XẢY DỰNG HẠ TÂNG ĐỒNG NAM,2.285.660.651,,2285660651.0
347,347,347,CÔNG TY CP WOODSLAND TUYẾN QUANG,2.284.112.000,,2284112000.0
348,348,348,CÔNG TY CỔ PHẦN XẢY DỤNG VÀ THƯƠNG MẠI AQG,2.279.519.470,,2279519470.0
349,349,349,CÔNG TY TNHH MỘT THÀNH VIÊN XẢY DỰNG FULL SPACE,2.275.343.947,,2275343947.0
350,350,350,CÔNG TY TNHH TM - KỸ THUẬT ĐIỆN HOÀNG TRANG,2.275.153.035,,2275153035.0
351,351,351,CÔNG TY CỔ PHẦN NÊN MÓNG VÀ XẢY DỰNG QUANG ANH,2.273.673.384,,2273673384.0
352,352,352,CÔNG TY TNHH THƯƠNG MẠI VÀ XẢY DỰNG ĐỨC VIỆT,2.267.240.229,,2267240229.0
353,353,353,CÔNG TY TNHH ĐẦU TƯ' TM VÀ DV HOÀNG GIA PHỨC,2.266.532.939,,2266532939.0
354,354,354,CÔNG TY TNHH XD VÀ TM YTA VIỆT NAM,2.258.435.751,,2258435751.0
355,355,355,CÔNG TY CỔ PHẦN VLXD VÀ TTNT EMERALD INTERIOR DECOR,2.256.578.864,,2256578864.0
356,356,356,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT APT,2.251.214.654,,2251214654.0
357,357,357,CÔNG TY CỔ PHẦN CÔNG NGHỆ VAPEC,2.247.838.457,,2247838457.0
358,358,358,CÔNG TY CP XẢY DỰNG THƯƠNG MẠI KIÊN THACH,2.241.577.961,,2241577961.0
359,359,359,CÔNG TY TNHH XẢY DỰNG TÂM ĐẮC E&C,2.240.892.386,,2240892386.0
360,360,360,CÔNG TY TNHH ĐẦU TƯ' XẢY DỰNG ANH ANH,2.229.318.200,,2229318200.0
361,361,361,CÔNG TY TNHH XẢY DỰNG THƯƠNG MẠI TÂN VŨ,2.219.024.318,,2219024318.0
362,362,362,CÔNG TY TNHH TM DV KT YẾN THANH,2.211.754.908,,2211754908.0
363,363,363,CÔNG TY TNHH ĐẦU TƯ' THIẾT KẾ XẢY DỰNG VÀ THƯƠNG MẠI ĐỨC TÀI,2.209.043.697,,2209043697.0
364,364,364,CÔNG TY TNHH MTV MINH KIÊN 68,2.206.688.243,,2206688243.0
365,365,365,CÔNG TY CỔ PHẦN KIÊN TRỨC XẢY DỰNG SJC,2.202.352.307,,2202352307.0
366,366,366,CÔNG TY CP SX & KD VLXD ÁNH DƯƠNG,2.199.737.750,,2199737750.0
367,367,367,CÔNG TY TNHH THIẾT KẾ & XẢY DỰNG TRIỂU GIA,2.197.712.731,,2197712731.0
368,368,368,CÔNG TY CP XẢY DỰNG PHAM GIA GROUP,2.179.154.171,,2179154171.0
369,369,369,CÔNG TY CP GIẢI PHÁP ĐĘ NHẤT,2.163.912.754,,2163912754.0
370,370,370,CÔNG TY TNHH XINAN CURTAIN WALL VIỆT NAM,2.163.810.631,,2163810631.0
371,371,371,CÔNG TY TNHH XD & DV KỸ THUẬT NAM PHẤT,2.158.285.077,,2158285077.0
372,372,372,CÔNG TY CỔ PHẦN ĐẦU TƯ' SẢN XUẤT VÀ PHẤT TRIỂN CÔNG NGHỆ MỚI HANOITECH,2.148.111.494,,2148111494.0
373,373,373,CÔNG TY TNHH DYNAPRO TECH,2.141.093.308,,2141093308.0
374,374,374,CÔNG TY CỔ PHẦN CKP,2.122.955.969,,2122955969.0
375,375,375,CÔNG TY TNHH DỊCH VỤ VÀ ĐẦU TƯ' XẢY DỰNG VIỆT THÁNG,2.121.266.486,,2121266486.0
376,376,376,CÔNG TY TNHH KỸ THUẬT XẢY DỰNG C&T,2.116.314.259,,2116314259.0
377,377,377,CÔNG TY CỔ PHẦN TMDV CƠ ĐIỆN HỢP NHẤT,2.112.144.867,,2112144867.0
