row_label_raw,row_label_full,col_0,Năm 2024VND,Năm 2023VND,numeric__Năm 2024VND,numeric__Năm 2023VND
5.22.4 Cổ tức,5.22.4 Cổ tức,5.22.4 Cổ tức,5.22.4 Cổ tức,5.22.4 Cổ tức,,
Cổ tức đã công bố sau ngày kết thúc niên độ,Cổ tức đã công bố sau ngày kết thúc niên độ,Cổ tức đã công bố sau ngày kết thúc niên độ,-,-,,
,,,31/12/2024VND,01/01/2024VND,,
5.22.5 Cổ phiếu,5.22.5 Cổ phiếu,5.22.5 Cổ phiếu,5.22.5 Cổ phiếu,5.22.5 Cổ phiếu,,
Số lượng cổ phiếu đăng ký phát hành,5.22.5 Cổ phiếu > Số lượng cổ phiếu đăng ký phát hành,Số lượng cổ phiếu đăng ký phát hành,347.213.270,274.133.270,347213270.0,274133270.0
Số lượng cổ phiếu đã bán ra công chúng,5.22.5 Cổ phiếu > Số lượng cổ phiếu đã bán ra công chúng,Số lượng cổ phiếu đã bán ra công chúng,347.213.270,274.133.270,347213270.0,274133270.0
Cổ phiếu phổ thông,5.22.5 Cổ phiếu > Cổ phiếu phổ thông,Cổ phiếu phổ thông,347.213.270,274.133.270,347213270.0,274133270.0
Số lượng cổ phiếu đang lưu hành,5.22.5 Cổ phiếu > Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,347.213.270,274.133.270,347213270.0,274133270.0
Cổ phiếu phổ thông,5.22.5 Cổ phiếu > Cổ phiếu phổ thông,Cổ phiếu phổ thông,347.213.270,274.133.270,347213270.0,274133270.0
Mệnh giá cổ phiếu đang lưu hành: đồng Việt Nam/cổ phiếu.,5.22.5 Cổ phiếu > Mệnh giá cổ phiếu đang lưu hành: đồng Việt Nam/cổ phiếu.,Mệnh giá cổ phiếu đang lưu hành: đồng Việt Nam/cổ phiếu.,10.000,10.000,10000.0,10000.0
,,,31/12/2024VND,01/01/2024VND,,
5.22.6 Các quỹ của doanh nghiệp,5.22.6 Các quỹ của doanh nghiệp,5.22.6 Các quỹ của doanh nghiệp,5.22.6 Các quỹ của doanh nghiệp,5.22.6 Các quỹ của doanh nghiệp,,
Quỹ đầu tư phát triển,5.22.6 Các quỹ của doanh nghiệp > Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,94.548.441.157,94.548.441.157,94548441157.0,94548441157.0
,,,94.548.441.157,94.548.441.157,94548441157.0,94548441157.0
