row_label_raw,row_label_full,STT > 548,TÊN NHÀ CUNG CÁP > CÔNG TY TNHH THƯƠNG MẠI M.F.C VIỆT NAM,TẠI 31/12/2024 > 1.303.618.000,numeric__TÊN NHÀ CUNG CÁP > CÔNG TY TNHH THƯƠNG MẠI M.F.C VIỆT NAM,numeric__TẠI 31/12/2024 > 1.303.618.000
549,549,549,CÔNG TY TNHH DV KHANG PHỨC,1.302.655.552,,1302655552.0
550,550,550,CÔNG TY TNHH GRC SẢI GỒN,1.302.231.429,,1302231429.0
551,551,551,CÔNG TY CỔ PHẦN XÂY DỰNG QUANG HỢP,1.301.259.407,,1301259407.0
552,552,552,CÔNG TY TNHH MTV PHÚ DỰONG,1.300.320.640,,1300320640.0
553,553,553,CÔNG TY CP XD TM HÙNG PHẮT,1.298.465.000,,1298465000.0
554,554,554,CÔNG TY TNHH TMDV XÂY DỰNG TRUNG TÍN VIỆT,1.295.931.030,,1295931030.0
555,555,555,CÔNG TY CỔ PHẦN TƯ VĂN TRẮC ĐIA MÒ ĐIA CHẤT,1.288.143.278,,1288143278.0
556,556,556,CÔNG TY TNHH VĂN TẢI XÂY DỰNG THIÊN LONG,1.287.853.801,,1287853801.0
557,557,557,CÔNG TY TNHH XD PHÚ HUNG NGHĨA,1.283.704.428,,1283704428.0
558,558,558,CÔNG TY TNHH XÂY DỰNG THƯƠNG MẠI GIA HIỆP PHẤT,1.283.466.778,,1283466778.0
559,559,559,CÔNG TY TNHH KỸ THUẬT VÀ THƯƠNG MẠI BAN MẠI,1.277.722.373,,1277722373.0
560,560,560,CÔNG TY TNHH MTV TM DV ÁNH VŨ MINH,1.274.637.500,,1274637500.0
561,561,561,CÔNG TY TNHH CƠ KHÎ THÀNH LỌC,1.272.920.668,,1272920668.0
562,562,562,CÔNG TY CỔ PHẦN STONELAND,1.268.743.408,,1268743408.0
563,563,563,CÔNG TY TNHH BX BUNKA VIỆT NAM,1.263.278.501,,1263278501.0
564,564,564,CÔNG TY TNHH MTV XÂY DỰNG HƯNG TÍNH PHẤT,1.249.288.890,,1249288890.0
565,565,565,CÔNG TY TNHH BA T.T.T,1.239.597.804,,1239597804.0
566,566,566,CÔNG TY TNHH THIẾT BỊ CƠ ĐIỆN SƠN HÀ PHÒ,1.237.831.730,,1237831730.0
567,567,567,CÔNG TY TNHH KỸ THUẬT DỊCH VỤ LISOTECS,1.233.840.305,,1233840305.0
568,568,568,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI TRIỆU AN,1.231.012.204,,1231012204.0
569,569,569,CÔNG TY TNHH XD MINH MINH ĐAN,1.228.291.984,,1228291984.0
570,570,570,CÔNG TY CỔ PHẦN THƯƠNG MẠI XUẬT NHẬP KHẦU TRƯỜNG AN,1.227.086.360,,1227086360.0
571,571,571,CÔNG TY TNHH MTV TBXD TAM SANH,1.226.118.873,,1226118873.0
572,572,572,CÔNG TY CP BÊ TỔNG LY TẮM ĐÔNG NẠI,1.222.727.355,,1222727355.0
573,573,573,CÔNG TY TNHH KHẢO SẮT VÀ XÂY DỰNG HOÀNG ĂN,1.222.541.931,,1222541931.0
574,574,574,LIÊN HIỆP KH ĐỊA CHẤT KIỂM ĐỊNH NÊN MỔNG XD SẠI GỒN,1.221.528.642,,1221528642.0
575,575,575,CÔNG TY TNHH TOẢN PHƯỚC HUY,1.211.285.399,,1211285399.0
576,576,576,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ THÀNH ĐOÀN,1.207.414.577,,1207414577.0
577,577,577,CÔNG TY TNHH DV XÂY DỰNG NHẠT TÂN TIẾN,1.206.865.097,,1206865097.0
578,578,578,CÔNG TY TNHH XÂY DỰNG HÀM RÒNG,1.199.236.444,,1199236444.0
579,579,579,CÔNG TY CP GỒ AN CUÒNG,1.197.811.967,,1197811967.0
580,580,580,CÔNG TY CỔ PHẦN XÂY LẬP KỸ THUẬT C.H.K,1.195.219.150,,1195219150.0
581,581,581,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ ĐO ĐẠC HOÀNG KHÀNH,1.184.429.092,,1184429092.0
582,582,582,CÔNG TY TNHH HOÀNG TÍN,1.183.185.974,,1183185974.0
583,583,583,CÔNG TY TNHH DỊCH VỤ BẢO VỆ CHUYÊN NGHIỆP LONG HẢI,1.181.858.571,,1181858571.0
584,584,584,CÔNG TY TNHH PHƯƠNG NAM,1.173.482.877,,1173482877.0
585,585,585,CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG VÀ THƯƠNG MẠI VCONS,1.171.765.585,,1171765585.0
586,586,586,CÔNG TY TNHH THƯƠNG MẠI VÀ XÂY DỰNG HƯNG HÀ,1.170.740.623,,1170740623.0
587,587,587,CÔNG TY TNHH XÂY DỰNG THƯƠNG MẠI TÂN VIỀN THUẬN,1.170.659.098,,1170659098.0
588,588,588,CÔNG TY TNHH SONG HƯNG PHÚ QUỐC,1.170.616.975,,1170616975.0
589,589,589,CÔNG TY TNHH XD NHÂN ĐỨC THÀNH,1.169.971.209,,1169971209.0
590,590,590,CÔNG TY TNHH XÂY DỰNG KỸ THUẬT QUANG LINH,1.167.286.420,,1167286420.0
