row_label_raw,row_label_full,STT,TÊN NHÀ CUNG CÁP,TAL 31/12/2024,numeric__TÊN NHÀ CUNG CÁP,numeric__TAL 31/12/2024
42,42,42,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ ĐẦU TƯ GREENHOUSE GROUP,16.361.295.636,,16361295636.0
43,43,43,CÔNG TY TNHH MTV XÂY DỰNG HT HÃI ANH,15.786.705.254,,15786705254.0
44,44,44,CÔNG TY TNHH SON JOTUN VIỆT NAM,15.747.873.416,,15747873416.0
45,45,45,CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MAI MMT,15.644.013.781,,15644013781.0
46,46,46,CÔNG TY TNHH XD TM TRANG TRÍ NỘI THẮT QUỐC TẾ PHỨC KHANG,14.928.311.726,,14928311726.0
47,47,47,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIỆN VIỆT NAM GS INDUSTRY,14.840.540.785,,14840540785.0
48,48,48,CÔNG TY CỔ PHẦN KỸ THUẠT CÔNG TRÌNH VIỆT NAM,14.645.493.991,,14645493991.0
49,49,49,CÔNG TY TNHH VSL VIỆT NAM,13.940.248.621,,13940248621.0
50,50,50,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN XÂY DỰNG SAO VÀNG,13.805.947.162,,13805947162.0
51,51,51,CÔNG TY TNHH MTV TM DV KT MINH PHÁT,12.493.790.078,,12493790078.0
52,52,52,CÔNG TY CỔ PHẦN XÂY DỰNG ENTER,12.219.900.806,,12219900806.0
53,53,53,CÔNG TY CP ĐẦU TƯ XÂY DỰNG THƯƠNG MAI TÍN HIỂU,12.128.889.590,,12128889590.0
54,54,54,CÔNG TY TNHH MTV TM DV TIÊN TIÊN PHỨC,12.126.167.869,,12126167869.0
55,55,55,CÔNG TY TNHH THƯƠNG MAI VÀ DỊCH VỤ SINH THÌNH,12.041.543.435,,12041543435.0
56,56,56,CÔNG TY CỔ PHẦN TRANG TRÍ NỘI THẮT SEN,11.735.237.389,,11735237389.0
57,57,57,CÔNG TY CỔ PHẦN BỀ TỔNG TERRA YAMAKEN,11.725.987.448,,11725987448.0
58,58,58,CÔNG TY CỔ PHẦN TRANG TRÍ NỘI THẮT ONWA TECH,11.707.359.994,,11707359994.0
59,59,59,CÔNG TY CP VẠT LIỆU XD VÀ KHOẢNG SẢN BÌNH THUẠN,11.567.631.352,,11567631352.0
60,60,60,CÔNG TY CP BỀ TỔNG VẠN PHỨC,11.271.258.388,,11271258388.0
61,61,61,CÔNG TY CỔ PHẦN TẬP ĐOẠN KỸ NGHỆ GỒ TRƯỜNG THÀNH,11.230.965.174,,11230965174.0
62,62,62,CÔNG TY TNHH VẠN TẠI ĐỨC THẠI SƠN,11.061.828.870,,11061828870.0
63,63,63,CÔNG TY TNHH MTV TM-XNK VẠN TẠI ĐỨC NGUYÊN,10.931.341.117,,10931341117.0
64,64,64,CÔNG TY CỔ PHẦN GIA PHÙ,10.921.848.562,,10921848562.0
65,65,65,CÔNG TY CỔ PHẦN GALAXY SÀI GÒN,10.558.486.281,,10558486281.0
66,66,66,CÔNG TY CP CƠ KHÍ ĐẠI DŨNG III,10.291.471.321,,10291471321.0
67,67,67,CÔNG TY TNHH SCHINDLER VIỆT NAM,10.221.239.042,,10221239042.0
68,68,68,CÔNG TY TNHH LƯỚI THÉP HẦN SONG HỢP LỰC,9.998.087.276,,9998087276.0
69,69,69,CÔNG TY CP XÂY DỰNG - THƯƠNG MAI SAO BẮC,9.821.094.951,,9821094951.0
70,70,70,CÔNG TY TNHH THƯƠNG MAI VÀ XÂY DỰNG THU NGÂN,9.457.989.522,,9457989522.0
71,71,71,CÔNG TY TNHH DỊCH VỤ XÂY DỰNG AN TІN PHỨC,9.373.121.652,,9373121652.0
72,72,72,CÔNG TY TNHH SẢN XUẤT THƯƠNG MAI XÂY DỰNG PHÙ KHẢI,9.292.023.991,,9292023991.0
73,73,73,CÔNG TY CỔ PHẦN XÂY DỰNG PHƯƠNG NAM 135,9.217.008.477,,9217008477.0
74,74,74,CÔNG TY CỔ PHẦN KỸ THUẬT BẢO KIM,9.169.681.066,,9169681066.0
75,75,75,CÔNG TY TNHH MTV TM THANH DUNG,9.060.850.462,,9060850462.0
76,76,76,CÔNG TY LUẬT TNHH ALB & PARTNERS,9.003.560.486,,9003560486.0
77,77,77,CÔNG TY TNHH KONE VIỆT NAM,8.880.972.428,,8880972428.0
78,78,78,CÔNG TY CỔ PHẦN THƯƠNG MAI VÀ XÂY DỰNG HƯƠNG OANH,8.855.000.346,,8855000346.0
79,79,79,CÔNG TY CP TẬP ĐOẠN SUNSHINE,8.810.375.317,,8810375317.0
80,80,80,CÔNG TY CP XD MỸ PHÙ GIA,8.764.087.488,,8764087488.0
81,81,81,CÔNG TY CỔ PHẦN XÂY DỰNG VRO,8.732.368.871,,8732368871.0
82,82,82,CÔNG TY CP BỀ TỔNG ALPHA-V,8.514.408.384,,8514408384.0
