row_label_raw,row_label_full,col_0,col_1,31/12/2024VND,01/01/2024VND,numeric__col_1,numeric__31/12/2024VND,numeric__01/01/2024VND
5.18,5.18,5.18,Chi phí phải trả ngắn hạn,,,,,
5.18,5.18 > 5.18,5.18,Chi phí lãi vay,13.124.818.502,26.021.004.959,,13124818502.0,26021004959.0
5.18,5.18 > 5.18,5.18,Chi phí xây dựng phải trả thầu phụ,767.317.965.608,767.082.425.655,,767317965608.0,767082425655.0
5.18,5.18 > 5.18,5.18,Chi phí khác,4.685.972.974,18.336.556.326,,4685972974.0,18336556326.0
5.18,5.18 > 5.18,5.18,,785.128.757.084,811.439.986.940,,785128757084.0,811439986940.0
5.18,5.18,5.18,Trong đó: Bên liên quan,,,,,
5.18,5.18 > 5.18,5.18,Công ty CP Đầu tư Kỹ thuật Jesco Hòa Bình,-,61.612.175.180,,,61612175180.0
5.18,5.18 > 5.18,5.18,Công ty CP Cơ khí Nhôm kinh Anh Việt,-,7.828.078.464,,,7828078464.0
5.18,5.18 > 5.18,5.18,Công ty CP Trang trí nội thất Onwa Tech,4.647.789.975,3.728.650.195,,4647789975.0,3728650195.0
5.18,5.18 > 5.18,5.18,Công ty TNHH MTV Xây dựng và Địa ốc Hòa Bình Hà Nội,2.000.000.000,2.000.000.000,,2000000000.0,2000000000.0
5.18,5.18 > 5.18,5.18,Công ty CP Interhouse LA,2.299.819.522,5.783.013.749,,2299819522.0,5783013749.0
5.18,5.18 > 5.18,5.18,Công ty Cổ phần Sơn và Chất phù Hòa Bình,798.146.120,503.424.659,,798146120.0,503424659.0
5.18,5.18 > 5.18,5.18,Công ty CP Đầu tư và Năng lượng Tái tạo Hòa Bình,456.774.585,436.949.090,,456774585.0,436949090.0
5.18,5.18 > 5.18,5.18,Công ty TNHH Sản xuất và Trang trí Mộc Hòa Bình,179.728.967,179.728.968,,179728967.0,179728968.0
5.18,5.18 > 5.18,5.18,Công ty TNHH MTV Máy Xây dựng Matec,-,8.916.379.724,,,8916379724.0
5.18,5.18 > 5.18,5.18,Chi Nhánh Công ty Cổ phần Sơn và Chất phù Hòa Bình tại Hưng Yên,798.146.120,798.146.120,,798146120.0,798146120.0
5.18,5.18 > 5.18,5.18,,11.180.405.289,91.786.546.149,,11180405289.0,91786546149.0
5.18,5.18,5.18,,31/12/2024VND,01/01/2024VND,,,
5.19,5.19,5.19,Phải trả ngắn hạn khác,,,,,
5.19,5.19 > 5.19,5.19,Tiền đặt cọc của khách hàng mua nhà (i),107.437.324.626,108.587.352.682,,107437324626.0,108587352682.0
5.19,5.19 > 5.19,5.19,Phải trả nhân viên về chỉ phí công trình,9.600.144.124,35.673.530.214,,9600144124.0,35673530214.0
5.19,5.19 > 5.19,5.19,Bảo hiểm xã hội,47.119.731.779,39.331.442.915,,47119731779.0,39331442915.0
5.19,5.19 > 5.19,5.19,Kinh phí công đoàn,8.092.770.375,5.924.454.375,,8092770375.0,5924454375.0
5.19,5.19 > 5.19,5.19,"Tiền trợ cấp thời việc, thanh toán chế độ cho nhân viên",18.842.759.243,13.895.326.130,,18842759243.0,13895326130.0
5.19,5.19 > 5.19,5.19,"Cố tức, lợi nhuận phải trả",344.486.170,411.280.195,,344486170.0,411280195.0
5.19,5.19 > 5.19,5.19,"Nhận ký quỹ, ký cược ngắn hạn khác",4.818.174.481,943.873.618,,4818174481.0,943873618.0
5.19,5.19 > 5.19,5.19,Quỹ học bống,1.933.500.000,2.000.000.000,,1933500000.0,2000000000.0
5.19,5.19 > 5.19,5.19,Phải trả khác,14.730.976.662,9.387.362.233,,14730976662.0,9387362233.0
5.19,5.19 > 5.19,5.19,,212.919.867.460,216.154.622.362,,212919867460.0,216154622362.0
