row_label_raw,row_label_full,STT,TÊN NHÀ CUNG CÁP,TẠI 31/12/2024,numeric__TÊN NHÀ CUNG CÁP,numeric__TẠI 31/12/2024
1,1,1,CÔNG TY CỔ PHẦN GAMUDA LAND (HCMC),118.366.585.100,,118366585100.0
2,2,2,CÔNG TY CỔ PHẦN PPC AN THINH ĐÀ NĂNG,93.844.474.228,,93844474228.0
3,3,3,CÔNG TY CP THÉP VÀ VẬT TƯ XÂY DỰNG,59.339.990.260,,59339990260.0
4,4,4,CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI TAM QUAN,59.039.131.442,,59039131442.0
5,5,5,CHI NHÀNH CÔNG TY TNHH VIỆT NAM KANDENKO TẠI THÀNH PHÓ HỒ CHÍ MINH,53.987.680.809,,53987680809.0
6,6,6,CÔNG TY CỔ PHẦN ĐẦU TƯ PHẮT TRIỂN DAIWA ( CÔNG TY CP ĐẦU TƯ THƯƠNG MẠI VÀ KỸ THUẬT HÒA BÌNH (TAM LẬP)),53.078.529.024,,53078529024.0
7,7,7,CÔNG TY CP DV & KT CƠ ĐIỆN LẠNH R.E.E,50.707.184.793,,50707184793.0
8,8,8,CÔNG TY TNHH KURIHARA VIỆT NAM,48.666.125.250,,48666125250.0
9,9,9,CÔNG TY CỔ PHẦN BM WINDOWS,47.090.969.488,,47090969488.0
10,10,10,CÔNG TY CỔ PHẦN HAWEE CƠ ĐIỆN,46.624.944.468,,46624944468.0
11,11,11,CÔNG TY CỔ PHẦN MÃY XÂY DỰNG MATEC,44.393.216.368,,44393216368.0
12,12,12,CÔNG TY CỔ PHẦN KỸ THUẬT VÀ XÂY DỰNG SEAREFICO,43.448.820.323,,43448820323.0
13,13,13,CHI NHÀNH CÔNG TY TNHH TƯ VĂN XÂY DỰNG SINO-PACIFIC LONG AN,39.975.674.154,,39975674154.0
14,14,14,CÔNG TY CỔ PHẦN KỸ THUẬT JESCO HÒA BÌNH,39.842.624.314,,39842624314.0
15,15,15,CÔNG TY TNHH TÂN PHẬT NEW DEVELOPMENT,39.020.285.983,,39020285983.0
16,16,16,CÔNG TY CP CƠ KHÍ VÀ NHÔM KÍNH ANH VIỆT,36.538.762.720,,36538762720.0
17,17,17,CÔNG TY CỔ PHẦN XÂY DỰNG PHÚ THÀNH,34.090.697.719,,34090697719.0
18,18,18,CÔNG TY CP KẾT CẦU THÉP ATAD,31.196.054.858,,31196054858.0
19,19,19,CÔNG TY TNHH ĐẦU TƯ VÀ PHẬT TRIỂN XÂY DỰNG LG-CONS,30.715.815.936,,30715815936.0
20,20,20,CÔNG TY CỔ PHẦN ĐẦU TƯ - XÂY DỰNG WINBUILD,30.202.605.135,,30202605135.0
21,21,21,CÔNG TY TNHH DV THƯƠNG MẠI VÀ SẢN XUẬT THINH VƯƠNG,26.851.556.564,,26851556564.0
22,22,22,CÔNG TY CP BỀ TỔNG FICO PAN-UNITED,26.206.142.879,,26206142879.0
23,23,23,CÔNG TY TNHH THƯƠNG MẠI MINH TÂM,25.935.727.931,,25935727931.0
24,24,24,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VINTECH,25.443.418.108,,25443418108.0
25,25,25,CÔNG TY CỔ PHẦN INTERHOUSE LA,25.247.895.569,,25247895569.0
26,26,26,CÔNG TY TNHH XÂY DỰNG QUANG HẢI NAM,24.047.682.684,,24047682684.0
27,27,27,CÔNG TY CỔ PHẦN THÉP POVINA,23.828.109.471,,23828109471.0
28,28,28,CÔNG TY TNHH THÉP XD VÀ LUỐI THÉP QH PLUS,23.355.539.220,,23355539220.0
29,29,29,CÔNG TY TNHH BỀ TỔNG VÀ XÂY DỰNG MINH ĐỨC,22.647.549.122,,22647549122.0
30,30,30,CÔNG TY CP TM XD TRƯỜNG THINH,22.046.864.881,,22046864881.0
31,31,31,CÔNG TY TNHH SX VÀ KD VẬT LIỆU XÂY DỰNG AN PHỨC,21.771.097.997,,21771097997.0
32,32,32,CÔNG TY TNHH THÉP VIỆT,20.721.751.649,,20721751649.0
33,33,33,CÔNG TY CP ĐẦU TƯ XÂY DỰNG SỐ 1 MÊ KÔNG,20.710.354.879,,20710354879.0
34,34,34,CÔNG TY TNHH KAJIMA VIỆT NAM,20.475.079.529,,20475079529.0
35,35,35,CÔNG TY CP ĐT XÂY DỰNG PHẬT TRIỂN VIỆT TIỆP,20.362.683.911,,20362683911.0
36,36,36,CÔNG TY CỔ PHẦN XD ĐẦU TƯ CÔNG NGHIỆP ĐỒNG DƯƠNG,19.540.112.448,,19540112448.0
37,37,37,CÔNG TY TNHH KIM LOẠI TACHENG,19.308.620.386,,19308620386.0
38,38,38,CÔNG TY CỔ PHẦN THIÊN HÀ VIỆT NAM,18.218.280.225,,18218280225.0
39,39,39,CÔNG TY TNHH TAP ĐOÀN THANG MÁY THIẾT BỊ THĂNG LONG,18.056.402.274,,18056402274.0
40,40,40,CÔNG TY CỔ PHẦN CỦA SUNSPACE,17.869.425.377,,17869425377.0
41,41,41,CÔNG TY CP ĐẦU TƯ HOA HỒNG,17.093.483.475,,17093483475.0
