row_label_raw,row_label_full,5.5,Phải thu về cho vay ngắn hạn,31/12/2024VND,01/01/2024VND,numeric__Phải thu về cho vay ngắn hạn,numeric__31/12/2024VND,numeric__01/01/2024VND
5.5,5.5,5.5,Bên liên quan,1.520.759.541.394,1.374.658.523.379,,1520759541394.0,1374658523379.0
5.5,5.5,5.5,Công ty CP Nhà Hòa Bình (1),628.695.011.083,580.723.728.950,,628695011083.0,580723728950.0
5.5,5.5,5.5,Công ty CP Đầu tư Địa ốc Tiến Phát (2),586.569.804.363,523.203.603.628,,586569804363.0,523203603628.0
5.5,5.5,5.5,Công ty TNHH Tiến Phát Đông Bắc (3),262.358.678.890,232.091.278.521,,262358678890.0,232091278521.0
5.5,5.5,5.5,Công ty TNHH Sài Gòn Ngày mới (4),34.379.573.630,30.847.839.632,,34379573630.0,30847839632.0
5.5,5.5,5.5,Công ty CP Đầu tư và Năng lượng Tái tạo Hòa Bình (5),8.756.473.428,7.792.072.648,,8756473428.0,7792072648.0
5.5,5.5,5.5,Bên khác,92.329.794.449,8.759.053.735,,92329794449.0,8759053735.0
5.5,5.5,5.5,Công ty TNHH MTV Máy Xây dựng Matec (6),83.362.557.628,,,83362557628.0,
5.5,5.5,5.5,Công ty CP Chứng khoán Sen Vàng,1.637.364.433,1.429.181.347,,1637364433.0,1429181347.0
5.5,5.5,5.5,Ống Lê Anh Dũng,4.359.635.693,4.359.635.693,,4359635693.0,4359635693.0
5.5,5.5,5.5,Các đối tượng khác,2.970.236.695,2.970.236.695,,2970236695.0,2970236695.0
5.5,5.5,5.5,,1.613.089.335.843,1.383.417.577.114,,1613089335843.0,1383417577114.0
5.5,5.5,5.5,Dự phòng phải thu khó đòi,(80.864.684.721),(80.864.684.701),,-80864684721.0,-80864684701.0
5.5,5.5,5.5,Giá trị thuần,1.532.224.651.122,1.302.552.892.413,,1532224651122.0,1302552892413.0
