row_label_raw,row_label_full,Tên Công ty,Hoạt động kinh doanh chính,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Tình trạng hoạt động,numeric__Hoạt động kinh doanh chính,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Tình trạng hoạt động
Công ty CP Nhà Hòa Bình,Công ty CP Nhà Hòa Bình,Công ty CP Nhà Hòa Bình,Kinh doanh và phát triển các dự án bắt động sản,"99,96%","99,96%",Đang hoạt động,,0.9995999999999999,0.9995999999999999,
Công ty CP Đầu tư Xây dựng Hạ tầng Hòa Bình,Công ty CP Đầu tư Xây dựng Hạ tầng Hòa Bình,Công ty CP Đầu tư Xây dựng Hạ tầng Hòa Bình,"Đầu tư, xây dựng khu công nghiệp Sản xuất, mua bán vật liệu xây dựng; và cung cấp dịch vụ trang trí nội thất","97,97%","97,97%",Đang hoạt động,,0.9797,0.9797,
Công ty Cổ phần Sơn và Chất phủ Hòa Bình,Công ty Cổ phần Sơn và Chất phủ Hòa Bình,Công ty Cổ phần Sơn và Chất phủ Hòa Bình,"Đầu tư, xây dựng khu công nghiệp Sản xuất, mua bán vật liệu xây dựng; và cung cấp dịch vụ trang trí nội thất","74,58%","74,58%",Đang hoạt động,,0.7458,0.7458,
Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty TNHH Tư vấn Thiết kế Hòa Bình,Công ty TNHH Tư vấn Thiết kế Hòa Bình,"Cung cấp dịch vụ thiết kế kiến trúc và tư vấn thiết kế, xây dựng","75,00%","75,00%",Đang hoạt động,,0.75,0.75,
Công ty TNHH Hòa Bình Myanmar,Công ty TNHH Hòa Bình Myanmar,Công ty TNHH Hòa Bình Myanmar,"Thiết kế, xây dựng và cung cấp dịch vụ giám định kỹ thuật, quản lý xây dựng và quản lý dự án","100,00%","100,00%",Trước hoạt động,,1.0,1.0,
Công ty TNHH MTV Trung tâm đối mới sáng tạo Hòa Bình,Công ty TNHH MTV Trung tâm đối mới sáng tạo Hòa Bình,Công ty TNHH MTV Trung tâm đối mới sáng tạo Hòa Bình,Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học kỹ thuật và công nghệ,"100,00%","100,00%",Đang hoạt động,,1.0,1.0,
Công ty TNHH Quy hoạch và Kiến trúc Hòa Bình,Công ty TNHH Quy hoạch và Kiến trúc Hòa Bình,Công ty TNHH Quy hoạch và Kiến trúc Hòa Bình,"Tư vấn xây dựng, khảo sát công trình, thiết kế kiến trúc công trình","51,00%","51,00%",Đang hoạt động,,0.51,0.51,
Đầu tư vốn vào Công ty Cổ Phần Thương Mai Và Đầu Tư Pax,Đầu tư vốn vào Công ty Cổ Phần Thương Mai Và Đầu Tư Pax,Đầu tư vốn vào Công ty Cổ Phần Thương Mai Và Đầu Tư Pax,"Cho thuê, quản lý tòa nhà văn phòng","98,59%","98,59%",Đang hoạt động,,0.9859,0.9859,
