row_label_raw,row_label_full,Ngân hàng TMCP Công thương Việt Nam – Chi nhánh Quảng Ngãi (*) > Ngân hàng TMCP Ngoại thương Việt Nam – Chi nhánh Quảng Ngãi (*),Loại tiền > VND,Lãi suất năm > 4%,31/12/2015 VND > 782.426.879.988 > 553.872.777.462,1/1/2015 VND > 521.535.020.658 > 420.388.959.945,numeric__Loại tiền > VND,numeric__Lãi suất năm > 4%,numeric__31/12/2015 VND > 782.426.879.988 > 553.872.777.462,numeric__1/1/2015 VND > 521.535.020.658 > 420.388.959.945
Ngân hàng TMCP Quân đội – Chi nhánh Quảng Ngãi,Ngân hàng TMCP Quân đội – Chi nhánh Quảng Ngãi,Ngân hàng TMCP Quân đội – Chi nhánh Quảng Ngãi,VND,4%,84.651.998.768,-,,0.04,84651998768.0,
Ngân hàng TMCP Đầu tư và phát triển Việt Nam – Chi nhánh Quảng Ngãi (*),Ngân hàng TMCP Đầu tư và phát triển Việt Nam – Chi nhánh Quảng Ngãi (*),Ngân hàng TMCP Đầu tư và phát triển Việt Nam – Chi nhánh Quảng Ngãi (*),VND,4%,-,295.352.641.520,,0.04,,295352641520.0
Ngân hàng TM TNHH MTV Đại Dương – Chi nhánh Quảng Ngãi,Ngân hàng TM TNHH MTV Đại Dương – Chi nhánh Quảng Ngãi,Ngân hàng TM TNHH MTV Đại Dương – Chi nhánh Quảng Ngãi,VND,4%,-,25.000.000.000,,0.04,,25000000000.0
,,,,,1.420.951.656.218,1.262.276.622.123,,,1420951656218.0,1262276622123.0
