row_label_raw,row_label_full,col_0,Địa chỉ,31/12/2015,31/12/2015_1,1/1/2015,1/1/2015_1,numeric__Địa chỉ,numeric__31/12/2015,numeric__31/12/2015_1,numeric__1/1/2015,numeric__1/1/2015_1
,,,Địa chỉ,% sở hữu và biểu quyết,Giá gốc VND,% sở hữu và biểu quyết,Giá gốc VND,,,,,
Đầu tư góp vốn vào đơn vị khác Công ty CP Vật tư Kỹ thuật Nông Lâm Nghiệp Quảng Ngãi,Đầu tư góp vốn vào đơn vị khác Công ty CP Vật tư Kỹ thuật Nông Lâm Nghiệp Quảng Ngãi,Đầu tư góp vốn vào đơn vị khác Công ty CP Vật tư Kỹ thuật Nông Lâm Nghiệp Quảng Ngãi,"Quảng Ngãi, Việt Nam",-,-,12%,1.527.928.800,,,,0.12,1527928800.0
