row_label_raw,row_label_full,col_0,31/12/2015VND,1/1/2015VND,numeric__31/12/2015VND,numeric__1/1/2015VND
Dư án mở rộng Nhà máy Đường An Khê 18.000TMN,Dư án mở rộng Nhà máy Đường An Khê 18.000TMN,Dư án mở rộng Nhà máy Đường An Khê 18.000TMN,35.225.530.138,100.685.391.505,35225530138.0,100685391505.0
Dư án còn rượu cao cấp,Dư án còn rượu cao cấp,Dư án còn rượu cao cấp,10.513.270.118,12.341.141.854,10513270118.0,12341141854.0
"Mua đất, đèn bù đất hộ nông dân","Mua đất, đèn bù đất hộ nông dân","Mua đất, đèn bù đất hộ nông dân",-,9.502.566.250,,9502566250.0
Dư án mở rộng Nhà máy Sữa Tiên Sơn – Bắc Ninh,Dư án mở rộng Nhà máy Sữa Tiên Sơn – Bắc Ninh,Dư án mở rộng Nhà máy Sữa Tiên Sơn – Bắc Ninh,1.617.619.110,10.251.973,1617619110.0,10251973.0
"Xây dựng xưởng sửa chữa, bảo dưỡng cơ giới nông nghiệp","Xây dựng xưởng sửa chữa, bảo dưỡng cơ giới nông nghiệp","Xây dựng xưởng sửa chữa, bảo dưỡng cơ giới nông nghiệp",5.847.131.832,-,5847131832.0,
"Sân vườn, khu KCS Nhà máy Sữa","Sân vườn, khu KCS Nhà máy Sữa","Sân vườn, khu KCS Nhà máy Sữa",3.872.262.998,-,3872262998.0,
Nhà kho thành phẩm sữa,Nhà kho thành phẩm sữa,Nhà kho thành phẩm sữa,-,3.913.847.447,,3913847447.0
Máy rót sữa TBA và máy đóng thùng,Máy rót sữa TBA và máy đóng thùng,Máy rót sữa TBA và máy đóng thùng,1.797.763.200,1.041.359.916,1797763200.0,1041359916.0
Dư án khảo nghiệm giống mía mới,Dư án khảo nghiệm giống mía mới,Dư án khảo nghiệm giống mía mới,671.814.150,116.145.000,671814150.0,116145000.0
Cụm kho thành phẩm Dung Quất,Cụm kho thành phẩm Dung Quất,Cụm kho thành phẩm Dung Quất,174.016.883,174.016.883,174016883.0,174016883.0
Dư án trồng cây siêu cao lương,Dư án trồng cây siêu cao lương,Dư án trồng cây siêu cao lương,184.755.576,81.170.712,184755576.0,81170712.0
Nhà kho thành phẩm nước khoáng,Nhà kho thành phẩm nước khoáng,Nhà kho thành phẩm nước khoáng,808.187.414,1.662.356.219,808187414.0,1662356219.0
Nhà văn phòng Nhà máy bánh kéo,Nhà văn phòng Nhà máy bánh kéo,Nhà văn phòng Nhà máy bánh kéo,-,6.659.760.000,,6659760000.0
Nhiệt điện sinh khối,Nhiệt điện sinh khối,Nhiệt điện sinh khối,17.018.605.905,-,17018605905.0,
Các công trình dở dang khác,Các công trình dở dang khác,Các công trình dở dang khác,1.935.562.817,36.051.183,1935562817.0,36051183.0
,,,79.666.520.141,136.224.058.942,79666520141.0,136224058942.0
