row_label_raw,row_label_full,col_0,1/1/2015VNDĐã phân loại,Tăng trong nămVND,Phân bổ trong nămVND,31/12/2015VND,numeric__1/1/2015VNDĐã phân loại,numeric__Tăng trong nămVND,numeric__Phân bổ trong nămVND,numeric__31/12/2015VND
Chi phí đất trả trước,Chi phí đất trả trước,Chi phí đất trả trước,94.557.806.737,78.695.184.950,(2.810.211.026),170.442.780.661,94557806737.0,78695184950.0,-2810211026.0,170442780661.0
Công cụ và dụng cụ,Công cụ và dụng cụ,Công cụ và dụng cụ,2.960.095.460,5.889.106.350,(3.351.300.670),5.497.901.140,2960095460.0,5889106350.0,-3351300670.0,5497901140.0
"Vỏ chai, kết","Vỏ chai, kết","Vỏ chai, kết",4.748.101.397,21.358.082.055,(18.901.585.859),7.204.597.593,4748101397.0,21358082055.0,-18901585859.0,7204597593.0
Khác,Khác,Khác,3.361.386.097,10.594.127.875,(9.523.270.762),4.432.243.210,3361386097.0,10594127875.0,-9523270762.0,4432243210.0
,,,105.627.389.691,116.536.501.230,(34.586.368.317),187.577.522.604,105627389691.0,116536501230.0,-34586368317.0,187577522604.0
