row_label_raw,row_label_full,col_0,1/1/2015Giá trị ghi sốVND,Biến động trong năm > TăngVND,Biến động trong năm > GiảmVND,31/12/2015Giá trị ghi sốVND,numeric__1/1/2015Giá trị ghi sốVND,numeric__Biến động trong năm > TăngVND,numeric__Biến động trong năm > GiảmVND,numeric__31/12/2015Giá trị ghi sốVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,1.262.276.622.123,5.496.831.492.307,(5.338.156.458.212),1.420.951.656.218,1262276622123.0,5496831492307.0,-5338156458212.0,1420951656218.0
Vay dài hạn đến hạn trả (b)(i),Vay dài hạn đến hạn trả (b)(i),Vay dài hạn đến hạn trả (b)(i),25.804.557.482,25.804.557.482,(25.496.083.413),26.113.031.551,25804557482.0,25804557482.0,-25496083413.0,26113031551.0
Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng (b)(ii),Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng (b)(ii),Nợ gốc thuê tài chính đến hạn trả trong vòng 12 tháng (b)(ii),30.834.352.308,68.128.972.121,(57.449.164.825),41.514.159.604,30834352308.0,68128972121.0,-57449164825.0,41514159604.0
,,,1.318.915.531.913,5.590.765.021.910,(5.421.101.706.450),1.488.578.847.373,1318915531913.0,5590765021910.0,-5421101706450.0,1488578847373.0
