row_label_raw,row_label_full,col_0,31/12/2015VND,1/1/2015VND,numeric__31/12/2015VND,numeric__1/1/2015VND
Công ty TNHH Truyền Thông WPP,Công ty TNHH Truyền Thông WPP,Công ty TNHH Truyền Thông WPP,43.447.805.264,89.810.894.296,43447805264.0,89810894296.0
Công ty TNHH Asia Packing Industries,Công ty TNHH Asia Packing Industries,Công ty TNHH Asia Packing Industries,19.189.971.426,7.243.356.106,19189971426.0,7243356106.0
Công ty Phân bón Việt Nhật,Công ty Phân bón Việt Nhật,Công ty Phân bón Việt Nhật,12.270.000.000,12.070.000.000,12270000000.0,12070000000.0
Công ty TNHH Thương mại và Vận tải Thái Tân,Công ty TNHH Thương mại và Vận tải Thái Tân,Công ty TNHH Thương mại và Vận tải Thái Tân,8.640.977.241,2.224.016.350,8640977241.0,2224016350.0
Công ty CP Tetra Pak Việt Nam,Công ty CP Tetra Pak Việt Nam,Công ty CP Tetra Pak Việt Nam,6.798.990.715,4.492.739.589,6798990715.0,4492739589.0
Công ty CP Thương Mại In Phương Nam,Công ty CP Thương Mại In Phương Nam,Công ty CP Thương Mại In Phương Nam,5.104.000.000,-,5104000000.0,
Công ty TNHH Bao bì nước giải khát Crown Đà Nẵng,Công ty TNHH Bao bì nước giải khát Crown Đà Nẵng,Công ty TNHH Bao bì nước giải khát Crown Đà Nẵng,4.723.516.480,8.462.303.430,4723516480.0,8462303430.0
Công ty CP Bao bì Nhựa Sài Gòn,Công ty CP Bao bì Nhựa Sài Gòn,Công ty CP Bao bì Nhựa Sài Gòn,4.283.784.204,3.668.083.497,4283784204.0,3668083497.0
Công ty CP Hóa Chất Á Châu,Công ty CP Hóa Chất Á Châu,Công ty CP Hóa Chất Á Châu,4.221.580.000,3.275.239.000,4221580000.0,3275239000.0
Công ty CP Bao Bì Kinh Bắc,Công ty CP Bao Bì Kinh Bắc,Công ty CP Bao Bì Kinh Bắc,4.144.495.850,2.257.278.320,4144495850.0,2257278320.0
Công ty CP Thương mại và Dịch vụ Song Phương,Công ty CP Thương mại và Dịch vụ Song Phương,Công ty CP Thương mại và Dịch vụ Song Phương,3.941.370.000,-,3941370000.0,
Công ty TNHH Quảng Cáo B.M.C,Công ty TNHH Quảng Cáo B.M.C,Công ty TNHH Quảng Cáo B.M.C,3.780.211.409,1.092.849.032,3780211409.0,1092849032.0
Công ty TNHH Khatoco,Công ty TNHH Khatoco,Công ty TNHH Khatoco,3.371.999.586,1.603.858.805,3371999586.0,1603858805.0
Công ty TNHH Sản Xuất Thương Mại Quang Minh Hà,Công ty TNHH Sản Xuất Thương Mại Quang Minh Hà,Công ty TNHH Sản Xuất Thương Mại Quang Minh Hà,3.114.342.000,2.198.418.750,3114342000.0,2198418750.0
Công ty CP Xây Dụng Đô Thị và Khu công nghiệp,Công ty CP Xây Dụng Đô Thị và Khu công nghiệp,Công ty CP Xây Dụng Đô Thị và Khu công nghiệp,2.990.683.400,4.622.401.782,2990683400.0,4622401782.0
Công ty TNHH Công Nghiệp Thực Phẩm Tất Thắng,Công ty TNHH Công Nghiệp Thực Phẩm Tất Thắng,Công ty TNHH Công Nghiệp Thực Phẩm Tất Thắng,-,3.419.425.610,,3419425610.0
Công ty CP Thương mại và Công nghệ Thực phẩm Hoàng Lâm,Công ty CP Thương mại và Công nghệ Thực phẩm Hoàng Lâm,Công ty CP Thương mại và Công nghệ Thực phẩm Hoàng Lâm,-,2.267.402.500,,2267402500.0
Công ty TNHH Bao bì nhựa Tân Hiệp Lợi,Công ty TNHH Bao bì nhựa Tân Hiệp Lợi,Công ty TNHH Bao bì nhựa Tân Hiệp Lợi,-,149.076.576,,149076576.0
Công ty TNHH Anh Hy,Công ty TNHH Anh Hy,Công ty TNHH Anh Hy,-,411.052.400,,411052400.0
"Repassa Singapore Pte Ltd.,","Repassa Singapore Pte Ltd.,","Repassa Singapore Pte Ltd.,",1.150.075.050,-,1150075050.0,
Phải trả nhà cung cấp khác,Phải trả nhà cung cấp khác,Phải trả nhà cung cấp khác,138.587.127.399,117.401.856.942,138587127399.0,117401856942.0
,,,269.760.930.024,266.670.252.985,269760930024.0,266670252985.0
