row_label_raw,row_label_full,Tiền mua lại cổ phiếu đã phát hành,32,col_2,-,(458.834.315.486),numeric__32,numeric__col_2,numeric__-,numeric__(458.834.315.486)
Tiền thu từ đi vay,Tiền thu từ đi vay,Tiền thu từ đi vay,33,,5.496.831.492.307,4.533.340.759.371,33.0,,5496831492307.0,4533340759371.0
Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,,(5.363.652.541.625),(4.610.369.364.025),34.0,,-5363652541625.0,-4610369364025.0
Tiền trả nợ gốc thuê tài chính,Tiền trả nợ gốc thuê tài chính,Tiền trả nợ gốc thuê tài chính,35,,(152.331.462.002),(36.841.709.281),35.0,,-152331462002.0,-36841709281.0
"Cổ tức, lợi nhuận đã trả cho chủ sở hữu","Cổ tức, lợi nhuận đã trả cho chủ sở hữu","Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,,(339.966.328.800),(200.531.819.980),36.0,,-339966328800.0,-200531819980.0
Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,(359.118.840.120),(773.236.449.401),40.0,,-359118840120.0,-773236449401.0
Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),Lưu chuyển tiền thuần trong năm\( (50 = 20 + 30 + 40) \),50,,617.023.694.002,(221.983.236.212),50.0,,617023694002.0,-221983236212.0
Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,,391.778.256.443,613.764.883.281,60.0,,391778256443.0,613764883281.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,61,,(1.700.043),(3.390.626),61.0,,-1700043.0,-3390626.0
Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),Tiền và các khoản tương đương tiền cuối năm \( (70 = 50 + 60 + 61) \),70,6,1.008.800.250.402,391.778.256.443,70.0,6.0,1008800250402.0,391778256443.0
