row_label_raw,row_label_full,col_0,Số lượng bìnhquân gia quyền củacổ phiếu phổ thông,Lãi cơ bảntrên cổ phiếuVND,numeric__Số lượng bìnhquân gia quyền củacổ phiếu phổ thông,numeric__Lãi cơ bảntrên cổ phiếuVND
"Theo số đã báo cáo trước đâyĐiều chỉnh lại do ảnh hưởng của việc phát hànhcổ phiếu đề trả cổ tức ngày 5 tháng 6 năm 2015Điều chỉnh lại theo số đã phân bổ vào quỹ khenthường, phúc lợi","Theo số đã báo cáo trước đâyĐiều chỉnh lại do ảnh hưởng của việc phát hànhcổ phiếu đề trả cổ tức ngày 5 tháng 6 năm 2015Điều chỉnh lại theo số đã phân bổ vào quỹ khenthường, phúc lợi","Theo số đã báo cáo trước đâyĐiều chỉnh lại do ảnh hưởng của việc phát hànhcổ phiếu đề trả cổ tức ngày 5 tháng 6 năm 2015Điều chỉnh lại theo số đã phân bổ vào quỹ khenthường, phúc lợi",102.473.256,7.556,102473256.0,7556.0
"Theo số đã báo cáo trước đâyĐiều chỉnh lại do ảnh hưởng của việc phát hànhcổ phiếu đề trả cổ tức ngày 5 tháng 6 năm 2015Điều chỉnh lại theo số đã phân bổ vào quỹ khenthường, phúc lợi","Theo số đã báo cáo trước đâyĐiều chỉnh lại do ảnh hưởng của việc phát hànhcổ phiếu đề trả cổ tức ngày 5 tháng 6 năm 2015Điều chỉnh lại theo số đã phân bổ vào quỹ khenthường, phúc lợi","Theo số đã báo cáo trước đâyĐiều chỉnh lại do ảnh hưởng của việc phát hànhcổ phiếu đề trả cổ tức ngày 5 tháng 6 năm 2015Điều chỉnh lại theo số đã phân bổ vào quỹ khenthường, phúc lợi",20.494.651,(1.259),20494651.0,-1259.0
"Theo số đã báo cáo trước đâyĐiều chỉnh lại do ảnh hưởng của việc phát hànhcổ phiếu đề trả cổ tức ngày 5 tháng 6 năm 2015Điều chỉnh lại theo số đã phân bổ vào quỹ khenthường, phúc lợi","Theo số đã báo cáo trước đâyĐiều chỉnh lại do ảnh hưởng của việc phát hànhcổ phiếu đề trả cổ tức ngày 5 tháng 6 năm 2015Điều chỉnh lại theo số đã phân bổ vào quỹ khenthường, phúc lợi","Theo số đã báo cáo trước đâyĐiều chỉnh lại do ảnh hưởng của việc phát hànhcổ phiếu đề trả cổ tức ngày 5 tháng 6 năm 2015Điều chỉnh lại theo số đã phân bổ vào quỹ khenthường, phúc lợi",-,(183),,-183.0
Số đã điều chỉnh lại,Số đã điều chỉnh lại,Số đã điều chỉnh lại,122.967.907,6.114,122967907.0,6114.0
