row_label_raw,row_label_full,col_0,31/12/2015VND,1/1/2015VNDĐã phân loại lại,numeric__31/12/2015VND,numeric__1/1/2015VNDĐã phân loại lại
Ban Tổng Giám đốc và Hội đồng Quản trị - Bên liên quan,Ban Tổng Giám đốc và Hội đồng Quản trị - Bên liên quan,Ban Tổng Giám đốc và Hội đồng Quản trị - Bên liên quan,Ban Tổng Giám đốc và Hội đồng Quản trị - Bên liên quan,Ban Tổng Giám đốc và Hội đồng Quản trị - Bên liên quan,,
Ông Võ Thành Đàng,Ban Tổng Giám đốc và Hội đồng Quản trị - Bên liên quan > Ông Võ Thành Đàng,Ông Võ Thành Đàng,345.720.000,3.175.124.657,345720000.0,3175124657.0
Ông Cao Minh Tuân,Ban Tổng Giám đốc và Hội đồng Quản trị - Bên liên quan > Ông Cao Minh Tuân,Ông Cao Minh Tuân,232.500.000,2.081.891.250,232500000.0,2081891250.0
Ông Đặng Phú Quý,Ban Tổng Giám đốc và Hội đồng Quản trị - Bên liên quan > Ông Đặng Phú Quý,Ông Đặng Phú Quý,232.500.000,2.081.891.250,232500000.0,2081891250.0
Ông Nguyễn Tân Cương,Ban Tổng Giám đốc và Hội đồng Quản trị - Bên liên quan > Ông Nguyễn Tân Cương,Ông Nguyễn Tân Cương,-,2.081.891.250,,2081891250.0
Ông Trần Ngọc Phương,Ban Tổng Giám đốc và Hội đồng Quản trị - Bên liên quan > Ông Trần Ngọc Phương,Ông Trần Ngọc Phương,232.500.000,2.081.891.250,232500000.0,2081891250.0
Ông Võ Thanh Hồng,Ban Tổng Giám đốc và Hội đồng Quản trị - Bên liên quan > Ông Võ Thanh Hồng,Ông Võ Thanh Hồng,-,2.081.891.250,,2081891250.0
Ông Ngô Văn Tụ,Ban Tổng Giám đốc và Hội đồng Quản trị - Bên liên quan > Ông Ngô Văn Tụ,Ông Ngô Văn Tụ,232.500.000,1.896.300.000,232500000.0,1896300000.0
Ông Nguyễn Hữu Tiến,Ban Tổng Giám đốc và Hội đồng Quản trị - Bên liên quan > Ông Nguyễn Hữu Tiến,Ông Nguyễn Hữu Tiến,232.500.000,1.896.300.000,232500000.0,1896300000.0
Các cá nhân khác,Ban Tổng Giám đốc và Hội đồng Quản trị - Bên liên quan > Các cá nhân khác,Các cá nhân khác,11.446.641.601,163.239.404.480,11446641601.0,163239404480.0
,,,12.954.861.601,180.616.585.387,12954861601.0,180616585387.0
