row_label_raw,row_label_full,col_0,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
,,,2017VNĐ,2016VNĐ,,
Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,34.457.723.863,26.696.521.765,34457723863.0,26696521765.0
Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,4.433.288.980,3.255.901.109,4433288980.0,3255901109.0
Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,-,(1.607.219.395),,-1607219395.0
Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,24.830.965.726,23.402.822.569,24830965726.0,23402822569.0
Các khoản chi phí khác,Các khoản chi phí khác,Các khoản chi phí khác,2.471.074.098,2.087.636.924,2471074098.0,2087636924.0
,,,66.193.052.667,53.835.662.972,66193052667.0,53835662972.0
