row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2017 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2016 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2017 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2016 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,12.829.068.759.641,8.941.884.348.847,,,12829068759641.0,8941884348847.0
02,02,02,Các khoản giảm trừ doanh thu,,(17.165.750.810),(5.368.504.419),,,-17165750810.0,-5368504419.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,21,12.811.903.008.831,8.936.515.844.428,,21.0,12811903008831.0,8936515844428.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,22,(11.486.202.711.788),(7.924.544.709.039),,22.0,-11486202711788.0,-7924544709039.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.325.700.297.043,1.011.971.135.389,,,1325700297043.0,1011971135389.0
21,21,21,Doanh thu hoạt động tài chính,23,115.199.924.390,110.474.565.308,,23.0,115199924390.0,110474565308.0
22,22,22,Chi phí tài chính,24,(369.860.511.988),(299.466.412.884),,24.0,-369860511988.0,-299466412884.0
23,23,23,- Trong đó: Chi phí lãi vay,,(259.812.763.916),(141.639.235.578),,,-259812763916.0,-141639235578.0
25,25,25,Chi phí bán hàng,25,(274.405.725.004),(161.720.090.541),,25.0,-274405725004.0,-161720090541.0
26,26,26,Chi phí quản lý doanh nghiệp,26,(66.193.052.667),(53.835.662.972),,26.0,-66193052667.0,-53835662972.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,730.440.931.774,607.423.534.300,,,730440931774.0,607423534300.0
31,31,31,Thu nhập khác,,21.395.139.452,3.479.939.182,,,21395139452.0,3479939182.0
32,32,32,Chi phí khác,,(1.838.511.460),(3.131.486.085),,,-1838511460.0,-3131486085.0
40,40,40,Lợi nhuận khác,27,19.556.627.992,348.453.097,,27.0,19556627992.0,348453097.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,749.997.559.766,607.771.987.397,,,749997559766.0,607771987397.0
51,51,51,Chi phí thuế TNDN hiện hành,28,(74.256.697.397),(89.995.715.745),,28.0,-74256697397.0,-89995715745.0
52,52,52,Thuế TNDN hoãn lại,,-,-,,,,
60,52 > 60,60,Lợi nhuận sau thuế TNDN,,675.740.862.369,517.776.271.652,,,675740862369.0,517776271652.0
