row_label_raw,row_label_full,Ông Phạm Mạnh Hùng,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Quảng Trọng Lăng,Ông Quảng Trọng Lăng,Ông Quảng Trọng Lăng,Phó Tổng Giám đốc,
Bà Nguyễn Thị Ngọc Liên,Bà Nguyễn Thị Ngọc Liên,Bà Nguyễn Thị Ngọc Liên,Phó Tổng Giám đốc,
Ông Nguyễn Quốc Phong,Ông Nguyễn Quốc Phong,Ông Nguyễn Quốc Phong,Phó Tổng Giám đốc,
Ông Nguyễn Vinh An,Ông Nguyễn Vinh An,Ông Nguyễn Vinh An,Phó Tổng Giám đốc,
