row_label_raw,row_label_full,Mãsố,col_1,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__col_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,,Thuyếtminh,2017VND,2016VND,,,,
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,"Lợi nhuận trước thuếĐiều chỉnh cho các khoản:Khấu hao tài sản cố định (""TSCĐ"")",10,749.997.559.766,607.771.987.397,,10.0,749997559766.0,607771987397.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,"Lợi nhuận trước thuếĐiều chỉnh cho các khoản:Khấu hao tài sản cố định (""TSCĐ"")",10,311.286.098.411,166.323.490.854,,10.0,311286098411.0,166323490854.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Các khoản dự phòng,,-,1.607.219.395,,,,1607219395.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá lạicác khoản mục tiên tệ có gốc ngoại tệ,"24, 23",45.053.346.006,(191.273.141),,,45053346006.0,-191273141.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Lãi từ hoạt động đầu tư,,(3.120.477.480),(1.258.861.168),,,-3120477480.0,-1258861168.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,Chi phí lãi vay,24,259.812.763.916,141.639.235.578,,24.0,259812763916.0,141639235578.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Lợi nhuận từ hoạt động kinh doanh trước nhữngthay đổi vốn lưu động,,1.363.029.290.619,915.891.798.915,,,1363029290619.0,915891798915.0
09,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,Tăng các khoản phải thu,,(909.561.321.984),(137.828.246.153),,,-909561321984.0,-137828246153.0
10,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,Tăng hàng tồn kho,,(1.789.858.507.124),(934.285.521.306),,,-1789858507124.0,-934285521306.0
11,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,"Tăng các khoản phải trả (không kể lãi vay phải trả,thuế TNDN phải nộp)",,390.762.974.512,360.024.356.786,,,390762974512.0,360024356786.0
12,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,Tăng chi phí trả trước,,(13.518.720.195),(4.500.014.740),,,-13518720195.0,-4500014740.0
14,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,Tiền lãi vay đã trả,,(262.431.604.955),(147.665.091.972),,,-262431604955.0,-147665091972.0
15,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,Thuế thu nhập doanh nghiệp đã nộp,,(87.685.256.211),(34.514.676.482),,,-87685256211.0,-34514676482.0
17,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17,17,Tiền chi khác từ hoạt động kinh doanh,,(1.785.900.000),(50.600.000),,,-1785900000.0,-50600000.0
20,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,(1.311.049.045.338),17.072.005.048,,,-1311049045338.0,17072005048.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 21,21,"Chi để mua sắm, xây dựng TSCĐ",,(878.602.884.548),(2.231.665.344.441),,,-878602884548.0,-2231665344441.0
22,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 22,22,Thu từ thanh lý TSCĐ và tài sản dài hạn khác,,365.454.546,630.000.000,,,365454546.0,630000000.0
23,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 23,23,"Chi cho vay, mua các công cụ nợ của đơn vị khác",,(388.933.344.349),(26.000.000.000),,,-388933344349.0,-26000000000.0
25,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 25,25,Chi đầu tư góp vốn vào đơn vị khác,,(62.101.260.000),(40.898.740.000),,,-62101260000.0,-40898740000.0
27,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 27,27,"Thu lãi tiền gửi, cổ tức và lợi nhuận được chia",,3.298.139.873,1.258.861.168,,,3298139873.0,1258861168.0
30,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(1.325.973.894.478),(2.296.675.223.273),,,-1325973894478.0,-2296675223273.0
