row_label_raw,row_label_full,col_0,31/12/2023VND,1/1/2023VND,numeric__31/12/2023VND,numeric__1/1/2023VND
Dự phòng trợ cấp thời việc (*),Dự phòng trợ cấp thời việc (*),Dự phòng trợ cấp thời việc (*),9.078.184.525,8.096.601.309,9078184525.0,8096601309.0
Dự phòng khác,Dự phòng khác,Dự phòng khác,7.692.329.760,18.539.158.003,7692329760.0,18539158003.0
,,,16.770.514.285,26.635.759.312,16770514285.0,26635759312.0
(*) Biến động dự phòng trợ cấp thời việc trong năm như sau:,(*) Biến động dự phòng trợ cấp thời việc trong năm như sau:,(*) Biến động dự phòng trợ cấp thời việc trong năm như sau:,(*) Biến động dự phòng trợ cấp thời việc trong năm như sau:,(*) Biến động dự phòng trợ cấp thời việc trong năm như sau:,,
,,,2023VND,2022VND,,
Số dư đầu năm,(*) Biến động dự phòng trợ cấp thời việc trong năm như sau: > Số dư đầu năm,Số dư đầu năm,8.096.601.309,6.438.083.860,8096601309.0,6438083860.0
Tăng dự phòng trong năm,(*) Biến động dự phòng trợ cấp thời việc trong năm như sau: > Tăng dự phòng trong năm,Tăng dự phòng trong năm,6.184.981.104,11.600.758.238,6184981104.0,11600758238.0
Sử dụng dự phòng trong năm,(*) Biến động dự phòng trợ cấp thời việc trong năm như sau: > Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,(5.076.303.334),(9.927.124.140),-5076303334.0,-9927124140.0
Hoàn nhập dự phòng trong năm,(*) Biến động dự phòng trợ cấp thời việc trong năm như sau: > Hoàn nhập dự phòng trong năm,Hoàn nhập dự phòng trong năm,(127.094.554),(15.116.649),-127094554.0,-15116649.0
Số dư cuối năm,(*) Biến động dự phòng trợ cấp thời việc trong năm như sau: > Số dư cuối năm,Số dư cuối năm,9.078.184.525,8.096.601.309,9078184525.0,8096601309.0
