row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2023VND > 165.355.742.040,Phải nộpVND > 2.171.093.386.508,Đã nộpVND > (2.184.051.394.802),Chênh lệch quy đổi tiền tệVND > 80.158.653,31/12/2023VND > 152.477.892.399,numeric__1/1/2023VND > 165.355.742.040,numeric__Phải nộpVND > 2.171.093.386.508,numeric__Đã nộpVND > (2.184.051.394.802),numeric__Chênh lệch quy đổi tiền tệVND > 80.158.653,numeric__31/12/2023VND > 152.477.892.399
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,418.101.152.888,1.948.363.404.628,(1.564.073.949.237),914.807.614,803.305.415.893,418101152888.0,1948363404628.0,-1564073949237.0,914807614.0,803305415893.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,6.551.877.381,189.538.233.025,(187.470.005.234),18.255.971,8.638.361.143,6551877381.0,189538233025.0,-187470005234.0,18255971.0,8638361143.0
Thuế nhập khẩu,Thuế nhập khẩu,Thuế nhập khẩu,7.577.932.115,69.493.983.354,(74.779.512.432),66.249.595,2.358.652.632,7577932115.0,69493983354.0,-74779512432.0,66249595.0,2358652632.0
Thuế khác,Thuế khác,Thuế khác,548.423.871,94.240.390.383,(93.672.627.629),(17.591.907),1.098.594.718,548423871.0,94240390383.0,-93672627629.0,-17591907.0,1098594718.0
,,,598.135.128.295,4.472.729.397.898,(4.104.047.489.334),1.061.879.926,967.878.916.785,598135128295.0,4472729397898.0,-4104047489334.0,1061879926.0,967878916785.0
