row_label_raw,row_label_full,col_0,Trong nước(Khách hàng tại Việt Nam),Trong nước(Khách hàng tại Việt Nam)_1,Nước ngoài(Khách hàng ở các nước khác Việt Nam),Nước ngoài(Khách hàng ở các nước khác Việt Nam)_1,Tổng cộng,Tổng cộng_1,numeric__Trong nước(Khách hàng tại Việt Nam),numeric__Trong nước(Khách hàng tại Việt Nam)_1,numeric__Nước ngoài(Khách hàng ở các nước khác Việt Nam),numeric__Nước ngoài(Khách hàng ở các nước khác Việt Nam)_1,numeric__Tổng cộng,numeric__Tổng cộng_1
,,,2023VND,2022VND,2023VND,2022VND,2023VND,2022VND,,,,,,
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,50.617.453.566.955,50.704.403.447.753,9.751.461.944.550,9.251.843.749.665,60.368.915.511.505,59.956.247.197.418,50617453566955.0,50704403447753.0,9751461944550.0,9251843749665.0,60368915511505.0,59956247197418.0
Giá vốn hàng bán,Giá vốn hàng bán,Giá vốn hàng bán,(29.723.643.941.157),(30.148.858.565.457),(6.100.539.954.938),(5.910.157.125.254),(35.824.183.896.095),(36.059.015.690.711),-29723643941157.0,-30148858565457.0,-6100539954938.0,-5910157125254.0,-35824183896095.0,-36059015690711.0
Lợi nhuận gộp theo bộ phận,Lợi nhuận gộp theo bộ phận,Lợi nhuận gộp theo bộ phận,20.893.809.625.798,20.555.544.882.296,3.650.921.989.612,3.341.686.624.411,24.544.731.615.410,23.897.231.506.707,20893809625798.0,20555544882296.0,3650921989612.0,3341686624411.0,24544731615410.0,23897231506707.0
