row_label_raw,row_label_full,col_0,2023Triệu VND,2022Triệu VND,numeric__2023Triệu VND,numeric__2022Triệu VND
Thành viên Hội đồng quản trịTổng thù lao,Thành viên Hội đồng quản trịTổng thù lao,Thành viên Hội đồng quản trịTổng thù lao,Thành viên Hội đồng quản trịTổng thù lao,Thành viên Hội đồng quản trịTổng thù lao,,
Ông Nguyễn Hạnh Phúc – Chủ tịch,Thành viên Hội đồng quản trịTổng thù lao > Ông Nguyễn Hạnh Phúc – Chủ tịch,Ông Nguyễn Hạnh Phúc – Chủ tịch,3.123,1.720,3123.0,1720.0
Bà Lê Thị Băng Tâm – Chủ tịch,Thành viên Hội đồng quản trịTổng thù lao > Bà Lê Thị Băng Tâm – Chủ tịch,Bà Lê Thị Băng Tâm – Chủ tịch,262,1.837,262.0,1837.0
Bà Mai Kiều Liên – Thành viên (i),Thành viên Hội đồng quản trịTổng thù lao > Bà Mai Kiều Liên – Thành viên (i),Bà Mai Kiều Liên – Thành viên (i),1.969,2.067,1969.0,2067.0
Ông Lee Meng Tat – Thành viên,Thành viên Hội đồng quản trịTổng thù lao > Ông Lee Meng Tat – Thành viên,Ông Lee Meng Tat – Thành viên,2.283,2.398,2283.0,2398.0
Bà Đặng Thị Thu Hà – Thành viên,Thành viên Hội đồng quản trịTổng thù lao > Bà Đặng Thị Thu Hà – Thành viên,Bà Đặng Thị Thu Hà – Thành viên,2.283,2.398,2283.0,2398.0
Ông Lê Thành Liêm – Thành viên (ii),Thành viên Hội đồng quản trịTổng thù lao > Ông Lê Thành Liêm – Thành viên (ii),Ông Lê Thành Liêm – Thành viên (ii),867,931,867.0,931.0
Ông Michael Chye Hin Fah – Thành viên,Thành viên Hội đồng quản trịTổng thù lao > Ông Michael Chye Hin Fah – Thành viên,Ông Michael Chye Hin Fah – Thành viên,2.500,2.646,2500.0,2646.0
Ông Đỗ Lê Hùng – Thành viên,Thành viên Hội đồng quản trịTổng thù lao > Ông Đỗ Lê Hùng – Thành viên,Ông Đỗ Lê Hùng – Thành viên,2.283,2.398,2283.0,2398.0
Ông Alain Xavier Cany – Thành viên,Thành viên Hội đồng quản trịTổng thù lao > Ông Alain Xavier Cany – Thành viên,Ông Alain Xavier Cany – Thành viên,2.520,2.646,2520.0,2646.0
Bà Tiêu Yến Trinh – Thành viên,Thành viên Hội đồng quản trịTổng thù lao > Bà Tiêu Yến Trinh – Thành viên,Bà Tiêu Yến Trinh – Thành viên,1.811,1.734,1811.0,1734.0
Ông Hoàng Ngọc Thạch – Thành viên,Thành viên Hội đồng quản trịTổng thù lao > Ông Hoàng Ngọc Thạch – Thành viên,Ông Hoàng Ngọc Thạch – Thành viên,2.520,2.411,2520.0,2411.0
