row_label_raw,row_label_full,"Bên cho vay > Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam, Chi nhánh Thành phố Hồ Chí Minh",Thuyết minh > (i),Loại tiền > VND,31/12/2023 VND > 4.899.840.000.000,1/1/2023 VND > 2.260.267.036.000,numeric__Thuyết minh > (i),numeric__Loại tiền > VND,numeric__31/12/2023 VND > 4.899.840.000.000,numeric__1/1/2023 VND > 2.260.267.036.000
"Ngân hàng Sumitomo Mitsui Banking Corporation, Chi nhánh Thành phố Hồ Chí Minh","Ngân hàng Sumitomo Mitsui Banking Corporation, Chi nhánh Thành phố Hồ Chí Minh","Ngân hàng Sumitomo Mitsui Banking Corporation, Chi nhánh Thành phố Hồ Chí Minh",(i),USD,1.716.480.000.000,1.150.000.000.000,,,1716480000000.0,1150000000000.0
Ngân hàng Thương mại Cổ phần Công thương Việt Nam,Ngân hàng Thương mại Cổ phần Công thương Việt Nam,Ngân hàng Thương mại Cổ phần Công thương Việt Nam,(i),VND,750.000.000.000,-,,,750000000000.0,
"Ngân hàng DBS, Singapore","Ngân hàng DBS, Singapore","Ngân hàng DBS, Singapore",(i),USD,476.800.000.000,1.137.500.000.000,,,476800000000.0,1137500000000.0
"Ngân hàng HSBC Việt Nam, Chi nhánh Thành phố Hồ Chí Minh","Ngân hàng HSBC Việt Nam, Chi nhánh Thành phố Hồ Chí Minh","Ngân hàng HSBC Việt Nam, Chi nhánh Thành phố Hồ Chí Minh",(i),VND,98.279.506.500,126.080.577.000,,,98279506500.0,126080577000.0
"Ngân Hàng Liên Doanh Lào - Việt, Chi Nhánh Xiêng Khoảng","Ngân Hàng Liên Doanh Lào - Việt, Chi Nhánh Xiêng Khoảng","Ngân Hàng Liên Doanh Lào - Việt, Chi Nhánh Xiêng Khoảng",(i),USD,12.210.000.000,-,,,12210000000.0,
Ngân hàng ANZ Lào,Ngân hàng ANZ Lào,Ngân hàng ANZ Lào,(i),USD,-,17.883.094.110,,,,17883094110.0
Ngân hàng HSBC Hoa Kỳ,Ngân hàng HSBC Hoa Kỳ,Ngân hàng HSBC Hoa Kỳ,(ii),USD,104.486.897.467,156.533.781.993,,,104486897467.0,156533781993.0
