row_label_raw,row_label_full,col_0,1/1/2023VND,Vay thêmVND,TrảVND,Phân loại lạiVND,Chênh lệchquy đổi tiền tệVND,31/12/2023VND,numeric__1/1/2023VND,numeric__Vay thêmVND,numeric__TrảVND,numeric__Phân loại lạiVND,numeric__Chênh lệchquy đổi tiền tệVND,numeric__31/12/2023VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,4.848.264.489.103,17.757.986.246.045,(14.520.711.699.741),(18.109.929.817),(9.332.701.623),8.058.096.403.967,4848264489103.0,17757986246045.0,-14520711699741.0,-18109929817.0,-9332701623.0,8058096403967.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,18.865.350.000,-,(21.116.856.754),159.129.653.319,2.782.621.735,159.660.768.300,18865350000.0,,-21116856754.0,159129653319.0,2782621735.0,159660768300.0
,,,4.867.129.839.103,17.757.986.246.045,(14.541.828.556.495),141.019.723.502,(6.550.079.888),8.217.757.172.267,4867129839103.0,17757986246045.0,-14541828556495.0,141019723502.0,-6550079888.0,8217757172267.0
