row_label_raw,row_label_full,col_0,col_1,Năm tài chính kết thúc ngày,Năm tài chính kết thúc ngày_1,numeric__col_1,numeric__Năm tài chính kết thúc ngày,numeric__Năm tài chính kết thúc ngày_1
,,,,30.9.2025VND,30.9.2024VND,,,
(iv) Lãi thu từ khách hàng chậm thanh toàn,(iv) Lãi thu từ khách hàng chậm thanh toàn,(iv) Lãi thu từ khách hàng chậm thanh toàn,(iv) Lãi thu từ khách hàng chậm thanh toàn,(iv) Lãi thu từ khách hàng chậm thanh toàn,(iv) Lãi thu từ khách hàng chậm thanh toàn,,,
Công ty TNHH Tập đoàn Đầu tư Hoa Sen,(iv) Lãi thu từ khách hàng chậm thanh toàn > Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,Công ty TNHH Tập đoàn Đầu tư Hoa Sen,38.457.593,52.000.642,,38457593.0,52000642.0
(v) Các khoản chỉ cho các nhân sự quản lý chủ chốt,(v) Các khoản chỉ cho các nhân sự quản lý chủ chốt,(v) Các khoản chỉ cho các nhân sự quản lý chủ chốt,(v) Các khoản chỉ cho các nhân sự quản lý chủ chốt,(v) Các khoản chỉ cho các nhân sự quản lý chủ chốt,(v) Các khoản chỉ cho các nhân sự quản lý chủ chốt,,,
Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,Hội đồng Quản trị,,,
Ông Lê Phước Vũ,Hội đồng Quản trị > Ông Lê Phước Vũ,Ông Lê Phước Vũ,Chủ tịch,360.000.000,360.000.000,,360000000.0,360000000.0
Ông Trần Ngọc Chu,Hội đồng Quản trị > Ông Trần Ngọc Chu,Ông Trần Ngọc Chu,Phó Chủ tịch Thường trục- Điều hành,300.000.000,300.000.000,,300000000.0,300000000.0
Ông Trần Quốc Trí,Hội đồng Quản trị > Ông Trần Quốc Trí,Ông Trần Quốc Trí,Thành viên Không điều hành,240.000.000,240.000.000,,240000000.0,240000000.0
Ông Lý Văn Xuân,Hội đồng Quản trị > Ông Lý Văn Xuân,Ông Lý Văn Xuân,Thành viên Không điều hành,240.000.000,240.000.000,,240000000.0,240000000.0
Ông Nguyễn Văn Luân,Hội đồng Quản trị > Ông Nguyễn Văn Luân,Ông Nguyễn Văn Luân,Thành viên Đốc lập,240.000.000,240.000.000,,240000000.0,240000000.0
Ông Đình Việt Duy,Hội đồng Quản trị > Ông Đình Việt Duy,Ông Đình Việt Duy,Thành viên Đốc lập,240.000.000,240.000.000,,240000000.0,240000000.0
Ủy ban Kiểm toán,Ủy ban Kiểm toán,Ủy ban Kiểm toán,Ủy ban Kiểm toán,Ủy ban Kiểm toán,Ủy ban Kiểm toán,,,
Ông Nguyễn Văn Luân,Ủy ban Kiểm toán > Ông Nguyễn Văn Luân,Ông Nguyễn Văn Luân,Chủ tịch,120.000.000,120.000.000,,120000000.0,120000000.0
Ông Đình Việt Duy,Ủy ban Kiểm toán > Ông Đình Việt Duy,Ông Đình Việt Duy,Thành viên,60.000.000,60.000.000,,60000000.0,60000000.0
Ông Lý Văn Xuân,Ủy ban Kiểm toán > Ông Lý Văn Xuân,Ông Lý Văn Xuân,Thành viên,60.000.000,60.000.000,,60000000.0,60000000.0
Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,Ban Tổng Giám đốc,,,
Ông Vũ Văn Thanh,Ban Tổng Giám đốc > Ông Vũ Văn Thanh,Ông Vũ Văn Thanh,Tổng Giám đốc(từ ngày 12/4/2024),2.377.793.703,2.369.789.926,,2377793703.0,2369789926.0
Ông Trần Quốc Trí,Ban Tổng Giám đốc > Ông Trần Quốc Trí,Ông Trần Quốc Trí,Tổng Giám đốc(đền ngày 12/4/2024),-,1.398.954.316,,,1398954316.0
Các thành viên khác,Ban Tổng Giám đốc > Các thành viên khác,Các thành viên khác,,20.763.525.240,13.975.908.556,,20763525240.0,13975908556.0
,,,,25.001.318.943,19.604.652.798,,25001318943.0,19604652798.0
