row_label_raw,row_label_full,col_0,col_1,30.9.2025VND,30.9.2024VND,numeric__col_1,numeric__30.9.2025VND,numeric__30.9.2024VND
(vi),(vi),(vi),Phải trả người bản ngắn hạn (Thuyết minh 12),,,,,
(vi),(vi) > (vi),(vi),Công ty TNHH Tập đoàn Đầu tư Hoa Sen,3.536.753.111,5.388.232.064,,3536753111.0,5388232064.0
(vi),(vi),(vi),Công ty TNHH Một thành viên Đầu tư Hoa Sen,,,,,
(vi),(vi) > (vi),(vi),Nghệ An,2.755.061.319,3.653.662.624,,2755061319.0,3653662624.0
(vi),(vi) > (vi),(vi),Công ty TNHH Dash,1.074.835.710,-,,1074835710.0,
(vi),(vi) > (vi),(vi),,7.366.650.140,9.041.894.688,,7366650140.0,9041894688.0
(vii),(vii),(vii),Người mua trả tiền trước ngắn hạn (Thuyết minh 13),,,,,
(vii),(vii) > (vii),(vii),Công ty TNHH Tập đoàn Đầu tư Hoa Sen,31.605.570.850,15.547.244.327,,31605570850.0,15547244327.0
(viii),(viii),(viii),Phải trả ngắn hạn khác,,,,,
(viii),(viii) > (viii),(viii),Công ty TNHH Tập đoàn Đầu Tư Hoa Sen,709.500.000,709.500.000,,709500000.0,709500000.0
