row_label_raw,row_label_full,col_0,Tại ngày 30.9.2025 > Giá trị VND,Tại ngày 30.9.2025 > Dự phòng VND,Tại ngày 30.9.2024 > Giá trị VND,Tại ngày 30.9.2024 > Dự phòng VND,numeric__Tại ngày 30.9.2025 > Giá trị VND,numeric__Tại ngày 30.9.2025 > Dự phòng VND,numeric__Tại ngày 30.9.2024 > Giá trị VND,numeric__Tại ngày 30.9.2024 > Dự phòng VND
Tam ứng mua đất (*),Tam ứng mua đất (*),Tam ứng mua đất (*),533.227.818.006,-,58.438.165.400,-,533227818006.0,,58438165400.0,
Đặt cọc thuê mặt bằng,Đặt cọc thuê mặt bằng,Đặt cọc thuê mặt bằng,84.527.880.000,-,91.484.245.800,-,84527880000.0,,91484245800.0,
Phải thu chỉ phí giải phóng mặt bằng (**),Phải thu chỉ phí giải phóng mặt bằng (**),Phải thu chỉ phí giải phóng mặt bằng (**),34.085.236.250,-,36.943.998.000,-,34085236250.0,,36943998000.0,
Các khoản khác,Các khoản khác,Các khoản khác,28.470.775.000,-,27.970.775.000,-,28470775000.0,,27970775000.0,
,,,680.311.709.256,-,214.837.184.200,-,680311709256.0,,214837184200.0,
Trong đó:,Trong đó:,Trong đó:,,,,,,,,
Bên thứ ba,Trong đó: > Bên thứ ba,Bên thứ ba,678.041.209.256,-,165.819.759.200,-,678041209256.0,,165819759200.0,
Bên liên quan(Thuyết minh 37(b)),Trong đó: > Bên liên quan(Thuyết minh 37(b)),Bên liên quan(Thuyết minh 37(b)),2.270.500.000,-,49.017.425.000,-,2270500000.0,,49017425000.0,
,,,680.311.709.256,-,214.837.184.200,-,680311709256.0,,214837184200.0,
