row_label_raw,row_label_full,Mãsố,NGUỐN VỐN,Thuyếtminh,Tại ngày,Tại ngày_1,numeric__NGUỐN VỐN,numeric__Thuyếtminh,numeric__Tại ngày,numeric__Tại ngày_1
Mãsố,Mãsố,Mãsố,NGUỐN VỐN,Thuyếtminh,30.09.2025VND,30.09.2024VND,,,,
300,Mãsố > 300,300,NỘ PHẢI TRẢ,,7.614.415.050.988,8.648.683.879.620,,,7614415050988.0,8648683879620.0
310,Mãsố > 310,310,Nợ ngắn hạn,,7.598.266.235.772,8.632.413.967.195,,,7598266235772.0,8632413967195.0
311,Mãsố > 311,311,Phải trả người bán ngắn hạn,12,2.049.570.380.553,2.328.013.444.688,,12.0,2049570380553.0,2328013444688.0
312,Mãsố > 312,312,Người mua trả tiền trước ngắn hạn,13,221.837.016.079,198.890.754.513,,13.0,221837016079.0,198890754513.0
313,Mãsố > 313,313,Thuế và các khoản phải nộp Nhà nước,14(c),123.561.165.024,106.354.354.489,,,123561165024.0,106354354489.0
314,Mãsố > 314,314,Phải trả người lao động,15,99.024.590.118,94.523.557.443,,15.0,99024590118.0,94523557443.0
315,Mãsố > 315,315,Chi phí phải trả ngắn hạn,16,505.808.905.290,351.221.219.526,,16.0,505808905290.0,351221219526.0
319,Mãsố > 319,319,Phải trả ngắn hạn khác,17,172.544.037.824,153.938.114.587,,17.0,172544037824.0,153938114587.0
320,Mãsố > 320,320,Vay ngắn hạn,18,4.403.865.722.131,5.364.084.453.144,,18.0,4403865722131.0,5364084453144.0
322,Mãsố > 322,322,"Quỹ khen thưởng, phúc lợi",19,22.054.418.753,35.368.068.805,,19.0,22054418753.0,35368068805.0
330,Mãsố > 330,330,Nợ dài hạn,,16.148.815.216,16.269.912.425,,,16148815216.0,16269912425.0
337,Mãsố > 337,337,Phải trả dài hạn khác,,709.500.000,709.500.000,,,709500000.0,709500000.0
342,Mãsố > 342,342,Dự phòng phải trả dài hạn,,15.439.315.216,15.560.412.425,,,15439315216.0,15560412425.0
400,Mãsố > 400,400,VỐN CHỦ SỞ HỮU,,11.338.627.789.257,10.916.937.055.537,,,11338627789257.0,10916937055537.0
410,Mãsố > 410,410,Vốn chủ sở hữu,,11.338.627.789.257,10.916.937.055.537,,,11338627789257.0,10916937055537.0
411,Mãsố > 411,411,Vốn góp của chủ sở hữu,"21, 22",6.209.823.090.000,6.159.823.090.000,,,6209823090000.0,6159823090000.0
411a,Mãsố > 411a,411a,- Cổ phiếu phổ thống có quyềnbiểu quyết,,6.209.823.090.000,6.159.823.090.000,,,6209823090000.0,6159823090000.0
412,Mãsố > 412,412,Thắng dư vốn cổ phần,22,157.292.539.068,157.292.539.068,,22.0,157292539068.0,157292539068.0
420,Mãsố > 420,420,Quỹ khác thuốc vốn chủ sở hữu,22,42.474.414.860,50.993.213.769,,22.0,42474414860.0,50993213769.0
421,Mãsố > 421,421,"Lợi nhuận sau thuế (""LNST"")chưa phân phối",22,4.913.032.543.029,4.532.690.018.176,,22.0,4913032543029.0,4532690018176.0
421a,Mãsố > 421a,421a,- LNST chưa phân phối lũy kecủa các năm trước,,4.178.013.766.824,4.058.199.282.997,,,4178013766824.0,4058199282997.0
421b,Mãsố > 421b,421b,- LNST chưa phân phốicủa năm nay,,735.018.776.205,474.490.735.179,,,735018776205.0,474490735179.0
429,Mãsố > 429,429,Lợi ích cổ đông không kiểm soát,22,16.005.202.280,16.138.194.524,,22.0,16005202280.0,16138194524.0
440,Mãsố > 440,440,TỔNG NGUỐN VỐN,,18.953.042.840.245,19.565.620.935.157,,,18953042840245.0,19565620935157.0
