row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày > 30.09.2025 VND,Tại ngày > 30.09.2024 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày > 30.09.2025 VND,numeric__Tại ngày > 30.09.2024 VND
100,100,100,TÀI SẢN NGĂN HẠN,,11.715.671.714.140,14.174.354.519.923,,,11715671714140.0,14174354519923.0
110,110,110,Tiền và các khoản tương đương tiền,3,427.830.965.127,602.071.799.277,,3.0,427830965127.0,602071799277.0
111,111,111,Tiền,,410.219.814.697,597.436.771.510,,,410219814697.0,597436771510.0
112,112,112,Các khoản tương đương tiền,,17.611.150.430,4.635.027.767,,,17611150430.0,4635027767.0
120,120,120,Đầu tư tài chính ngắn hạn,,88.176.635.011,30.636.010.069,,,88176635011.0,30636010069.0
123,123,123,Đầu tư nằm giữ đến ngày đáo hạn,4(a),88.176.635.011,30.636.010.069,,,88176635011.0,30636010069.0
130,130,130,Các khoản phải thu ngắn hạn,,2.188.354.879.723,2.985.396.517.329,,,2188354879723.0,2985396517329.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,1.603.418.011.169,2.272.400.526.277,,5.0,1603418011169.0,2272400526277.0
132,132,132,Trả trước cho người bản ngắn hạn,6(a),509.359.793.355,626.072.378.471,,,509359793355.0,626072378471.0
136,136,136,Phải thu ngắn hạn khác,7(a),76.814.718.259,87.496.782.857,,,76814718259.0,87496782857.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,,(1.237.643.060),(573.170.276),,,-1237643060.0,-573170276.0
140,140,140,Hàng tồn kho,8,8.203.702.938.983,9.712.417.100.426,,8.0,8203702938983.0,9712417100426.0
141,141,141,Hàng tồn kho,,8.353.506.216.233,10.028.722.114.986,,,8353506216233.0,10028722114986.0
149,149,149,Dự phòng giảm giả hàng tồn kho,,(149.803.277.250),(316.305.014.560),,,-149803277250.0,-316305014560.0
150,150,150,Tài sản ngắn hạn khác,,807.606.295.296,843.833.092.822,,,807606295296.0,843833092822.0
151,151,151,Chi phí trả trước ngắn hạn,9(a),176.924.693.582,154.842.917.113,,,176924693582.0,154842917113.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",14(a),518.947.206.625,560.536.071.430,,,518947206625.0,560536071430.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,14(b),111.734.395.089,128.454.104.279,,,111734395089.0,128454104279.0
200,200,200,TÀI SẢN DÀI HẠN,,7.237.371.126.105,5.391.266.415.234,,,7237371126105.0,5391266415234.0
210,210,210,Các khoản phải thu dài hạn,,1.930.311.709.256,214.837.184.200,,,1930311709256.0,214837184200.0
212,212,212,Trả trước cho người bản dài hạn,6(b),1.250.000.000.000,-,,,1250000000000.0,
216,216,216,Phải thu dài hạn khác,7(b),680.311.709.256,214.837.184.200,,,680311709256.0,214837184200.0
220,220,220,Tài sản cố định,,4.121.684.812.556,4.110.740.000.399,,,4121684812556.0,4110740000399.0
221,221,221,Tài sản cố định hữu hình,10(a),3.901.409.459.959,3.914.578.436.382,,,3901409459959.0,3914578436382.0
222,222,222,Nguyễn giá,,14.509.560.843.769,14.184.242.725.156,,,14509560843769.0,14184242725156.0
223,223,223,Giá trị khấu hao lũy kế,,(10.608.151.383.810),(10.269.664.288.774),,,-10608151383810.0,-10269664288774.0
227,227,227,Tài sản cố định vô hình,10(b),220.275.352.597,196.161.564.017,,,220275352597.0,196161564017.0
228,228,228,Nguyễn giá,,338.388.012.510,305.035.244.710,,,338388012510.0,305035244710.0
229,229,229,Giá trị khấu hao lũy kế,,(118.112.659.913),(108.873.680.693),,,-118112659913.0,-108873680693.0
240,240,240,Tài sản đó dang dài hạn,,764.737.685.181,663.598.828.419,,,764737685181.0,663598828419.0
242,242,242,Chi phí xây dựng cơ bản đó dang,11,764.737.685.181,663.598.828.419,,11.0,764737685181.0,663598828419.0
250,250,250,Đầu tư tài chính dài hạn,,400.000.000,1.000.000.000,,,400000000.0,1000000000.0
255,255,255,Đầu tư nằm giữ đến ngày đáo hạn,4(a),400.000.000,1.000.000.000,,,400000000.0,1000000000.0
260,260,260,Tài sản dài hạn khác,,420.236.919.112,401.090.402.216,,,420236919112.0,401090402216.0
261,261,261,Chi phí trả trước dài hạn,9(b),263.182.839.004,261.145.045.760,,,263182839004.0,261145045760.0
262,262,262,Tài sản thuê thu nhập hoãn lại,20,157.054.080.108,139.945.356.456,,20.0,157054080108.0,139945356456.0
270,270,270,TỔNG TÀI SẢN,,18.953.042.840.245,19.565.620.935.157,,,18953042840245.0,19565620935157.0
