row_label_raw,row_label_full,col_0,Năm tài chính kết thúc ngày,Năm tài chính kết thúc ngày_1,numeric__Năm tài chính kết thúc ngày,numeric__Năm tài chính kết thúc ngày_1
,,,30.9.2025VND,30.9.2024VND,,
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Lãi do thanh lý TSCĐ,Thu nhập khác > Lãi do thanh lý TSCĐ,Lãi do thanh lý TSCĐ,50.386.759.223,20.408.567.791,50386759223.0,20408567791.0
Tiền bồi thường thu được,Thu nhập khác > Tiền bồi thường thu được,Tiền bồi thường thu được,11.525.884.724,6.299.913.765,11525884724.0,6299913765.0
Lãi do thanh lý phế liệu,Thu nhập khác > Lãi do thanh lý phế liệu,Lãi do thanh lý phế liệu,-,6.538.337.068,,6538337068.0
Khác,Thu nhập khác > Khác,Khác,14.716.705.579,13.857.715.132,14716705579.0,13857715132.0
,,,76.629.349.526,47.104.533.756,76629349526.0,47104533756.0
Chỉ phí khác,Chỉ phí khác,Chỉ phí khác,Chỉ phí khác,Chỉ phí khác,,
Khác,Chỉ phí khác > Khác,Khác,(5.317.436.255),(6.515.129.358),-5317436255.0,-6515129358.0
,,,71.311.913.271,40.589.404.398,71311913271.0,40589404398.0
