row_label_raw,row_label_full,col_0,31.12.2017Triệu VND,31.12.2016Triệu VND,numeric__31.12.2017Triệu VND,numeric__31.12.2016Triệu VND
Thương mại,Thương mại,Thương mại,38.967.133,34.441.784,38967133.0,34441784.0
"Nông, lâm nghiệp","Nông, lâm nghiệp","Nông, lâm nghiệp",881.926,881.687,881926.0,881687.0
Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,24.233.388,21.218.248,24233388.0,21218248.0
Xây dựng,Xây dựng,Xây dựng,8.516.388,6.922.641,8516388.0,6922641.0
Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,Dịch vụ cá nhân và cộng đồng,3.455.588,2.583.919,3455588.0,2583919.0
"Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc","Kho bãi, giao thông vận tải và thông tin liên lạc",2.592.809,3.071.674,2592809.0,3071674.0
Giáo dục và đào tạo,Giáo dục và đào tạo,Giáo dục và đào tạo,374.516,241.580,374516.0,241580.0
Tự vấn và kinh doanh bất động sản,Tự vấn và kinh doanh bất động sản,Tự vấn và kinh doanh bất động sản,4.077.591,3.610.697,4077591.0,3610697.0
Nhà hàng và khách sạn,Nhà hàng và khách sạn,Nhà hàng và khách sạn,2.506.603,2.469.500,2506603.0,2469500.0
Dịch vụ tài chính,Dịch vụ tài chính,Dịch vụ tài chính,25.046,31.801,25046.0,31801.0
Các ngành nghề khác và cho vay cá nhân,Các ngành nghề khác và cho vay cá nhân,Các ngành nghề khác và cho vay cá nhân,112.882.406,87.927.690,112882406.0,87927690.0
,,,198.513.394,163.401.221,198513394.0,163401221.0
