row_label_raw,row_label_full,col_0,Tiền gửi tại NHNN Triệu VND,Tiền gửi và cho vay các TCTD khác Triệu VND,Các công cụ tài chính phải sinh Triệu VND,Chứng khoán kinh doanh Triệu VND,Cho vay khách hàng Triệu VND,Chứng khoán đầu tư Triệu VND,Các tài sản tài chính khác Triệu VND,Tổng cộng Triệu VND,numeric__Tiền gửi tại NHNN Triệu VND,numeric__Tiền gửi và cho vay các TCTD khác Triệu VND,numeric__Các công cụ tài chính phải sinh Triệu VND,numeric__Chứng khoán kinh doanh Triệu VND,numeric__Cho vay khách hàng Triệu VND,numeric__Chứng khoán đầu tư Triệu VND,numeric__Các tài sản tài chính khác Triệu VND,numeric__Tổng cộng Triệu VND
Chưa quá hạn và chưa bị suy giảm giá trị,Chưa quá hạn và chưa bị suy giảm giá trị,Chưa quá hạn và chưa bị suy giảm giá trị,5.119.306,7.798.907,16.065,720.577,159.809.874,41.198.851,6.240.924,220.904.504,5119306.0,7798907.0,16065.0,720577.0,159809874.0,41198851.0,6240924.0,220904504.0
Đã quả hạn nhưng chưa bị suy giảm giá trị,Đã quả hạn nhưng chưa bị suy giảm giá trị,Đã quả hạn nhưng chưa bị suy giảm giá trị,-,-,-,-,145.545,-,47.990,193.535,,,,,145545.0,,47990.0,193535.0
Bị suy giảm giá trị,Bị suy giảm giá trị,Bị suy giảm giá trị,-,525.000,-,-,3.445.802,3.712.830,1.043.672,8.727.304,,525000.0,,,3445802.0,3712830.0,1043672.0,8727304.0
Trừ: Dự phòng rủi ro,Trừ: Dự phòng rủi ro,Trừ: Dự phòng rủi ro,-,(171.880),-,-,(1.796.795),(2.467.388),(518.166),(4.954.229),,-171880.0,,,-1796795.0,-2467388.0,-518166.0,-4954229.0
Giá trị ròng,Giá trị ròng,Giá trị ròng,5.119.306,8.152.027,16.065,720.577,161.604.426,42.444.293,6.814.420,224.871.114,5119306.0,8152027.0,16065.0,720577.0,161604426.0,42444293.0,6814420.0,224871114.0
Dự phòng rủi ro,Dự phòng rủi ro,Dự phòng rủi ro,,,,,,,,,,,,,,,,
Dự phòng cụ thể,Dự phòng rủi ro > Dự phòng cụ thể,Dự phòng cụ thể,-,(171.880),-,-,(580.112),(2.438.698),-,(3.190.690),,-171880.0,,,-580112.0,-2438698.0,,-3190690.0
Dự phòng chung,Dự phòng rủi ro > Dự phòng chung,Dự phòng chung,-,-,-,-,(1.214.704),(28.690),-,(1.243.394),,,,,-1214704.0,-28690.0,,-1243394.0
Dự phòng rủi ro khác,Dự phòng rủi ro > Dự phòng rủi ro khác,Dự phòng rủi ro khác,-,-,-,-,(1.979),-,(518.166),(520.145),,,,,-1979.0,,-518166.0,-520145.0
