row_label_raw,row_label_full,col_0,31.12.2017Triệu VND,31.12.2016Triệu VND,numeric__31.12.2017Triệu VND,numeric__31.12.2016Triệu VND
Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,Các khoản phải trả nội bộ,847.093,620.221,847093.0,620221.0
Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,Các khoản phải trả cho bên ngoài,,,,
- Chuyển tiền phải trả,Các khoản phải trả cho bên ngoài > - Chuyển tiền phải trả,- Chuyển tiền phải trả,214.782,383.952,214782.0,383952.0
- Các khoản phải nộp Ngân sách Nhà nước (Thuyết minh 36),Các khoản phải trả cho bên ngoài > - Các khoản phải nộp Ngân sách Nhà nước (Thuyết minh 36),- Các khoản phải nộp Ngân sách Nhà nước (Thuyết minh 36),37.818,36.190,37818.0,36190.0
- Tiền giữ hộ và đợi thanh toán,Các khoản phải trả cho bên ngoài > - Tiền giữ hộ và đợi thanh toán,- Tiền giữ hộ và đợi thanh toán,128.190,85.055,128190.0,85055.0
- Các khoản chờ thanh toán,Các khoản phải trả cho bên ngoài > - Các khoản chờ thanh toán,- Các khoản chờ thanh toán,396.907,65.730,396907.0,65730.0
- Phải trả khác,Các khoản phải trả cho bên ngoài > - Phải trả khác,- Phải trả khác,12.498,46.734,12498.0,46734.0
Thu nhập chưa thực hiện,Các khoản phải trả cho bên ngoài > Thu nhập chưa thực hiện,Thu nhập chưa thực hiện,17.190,28.593,17190.0,28593.0
"Quỹ khen thưởng, phúc lợi","Các khoản phải trả cho bên ngoài > Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",60.661,45.691,60661.0,45691.0
,,,1.715.139,1.312.166,1715139.0,1312166.0
