row_label_raw,row_label_full,col_0,Dự phòng chungTriệu VND,Dự phòng cụ thểTriệu VND,Dự phòng rủi ro cho vay giao dịch ký quýTriệu VND,Tổng cộngTriệu VND,numeric__Dự phòng chungTriệu VND,numeric__Dự phòng cụ thểTriệu VND,numeric__Dự phòng rủi ro cho vay giao dịch ký quýTriệu VND,numeric__Tổng cộngTriệu VND
Số dư tại ngày 1 tháng 1 năm 2016,Số dư tại ngày 1 tháng 1 năm 2016,Số dư tại ngày 1 tháng 1 năm 2016,978.043,562.774,-,1.540.817,978043.0,562774.0,,1540817.0
Trích lập trong năm (Thuyết minh 31),Trích lập trong năm (Thuyết minh 31),Trích lập trong năm (Thuyết minh 31),236.661,554.976,1.979,793.616,236661.0,554976.0,1979.0,793616.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,-,(537.638),-,(537.638),,-537638.0,,-537638.0
Số dư tại ngày 31 tháng 12 năm 2016,Số dư tại ngày 31 tháng 12 năm 2016,Số dư tại ngày 31 tháng 12 năm 2016,1.214.704,580.112,1.979,1.796.795,1214704.0,580112.0,1979.0,1796795.0
Trích lập trong năm (Thuyết minh 31),Trích lập trong năm (Thuyết minh 31),Trích lập trong năm (Thuyết minh 31),221.864,1.338.756,86.028,1.646.648,221864.0,1338756.0,86028.0,1646648.0
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm,-,(1.598.805),-,(1.598.805),,-1598805.0,,-1598805.0
Số dư tại ngày 31 tháng 12 năm 2017,Số dư tại ngày 31 tháng 12 năm 2017,Số dư tại ngày 31 tháng 12 năm 2017,1.436.568,320.063,88.007,1.844.638,1436568.0,320063.0,88007.0,1844638.0
