row_label_raw,row_label_full,col_0,31.12.2017 > Số cổ phiếu,31.12.2017 > Giá trịTriệu VND,31.12.2016 > Số cổ phiếu,31.12.2016 > Giá trịTriệu VND,numeric__31.12.2017 > Số cổ phiếu,numeric__31.12.2017 > Giá trịTriệu VND,numeric__31.12.2016 > Số cổ phiếu,numeric__31.12.2016 > Giá trịTriệu VND
Vốn cổ phần được duyệt đãphát hành,Vốn cổ phần được duyệt đãphát hành,Vốn cổ phần được duyệt đãphát hành,1.027.323.896,10.273.239,937.696.506,9.376.965,1027323896.0,10273239.0,937696506.0,9376965.0
Cổ phiếu quỹ,Cổ phiếu quỹ,Cổ phiếu quỹ,(41.422.608),(665.725),(41.422.608),(665.725),-41422608.0,-665725.0,-41422608.0,-665725.0
Cổ phiếu phổ thông đang lưu hành,Cổ phiếu phổ thông đang lưu hành,Cổ phiếu phổ thông đang lưu hành,985.901.288,9.607.514,896.273.898,8.711.240,985901288.0,9607514.0,896273898.0,8711240.0
