row_label_raw,row_label_full,col_0,2017Triệu VND,2016Triệu VND,numeric__2017Triệu VND,numeric__2016Triệu VND
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",10.552,13.540,10552.0,13540.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,2.668.747,2.309.184,2668747.0,2309184.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,730.816,708.128,730816.0,708128.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,159.439,147.590,159439.0,147590.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,3.412,2.628,3412.0,2628.0
- Chi khác cho nhân viên,- Chi khác cho nhân viên,- Chi khác cho nhân viên,1.775.080,1.450.838,1775080.0,1450838.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,1.038.298,952.575,1038298.0,952575.0
- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,- Chi phí khấu hao tài sản cố định,292.291,249.805,292291.0,249805.0
- Chi khác,- Chi khác,- Chi khác,746.007,702.770,746007.0,702770.0
Chi cho hoạt động quản lý,Chi cho hoạt động quản lý,Chi cho hoạt động quản lý,1.288.998,1.090.706,1288998.0,1090706.0
"Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phí bảo hiểm, bảo toàn tiền gửi của khách hàng",262.075,213.390,262075.0,213390.0
Chi phí dự phòng (i),Chi phí dự phòng (i),Chi phí dự phòng (i),948.689,98.494,948689.0,98494.0
,,,6.217.359,4.677.889,6217359.0,4677889.0
