row_label_raw,row_label_full,col_0,31.12.2017Triệu VND,31.12.2016Triệu VND,numeric__31.12.2017Triệu VND,numeric__31.12.2016Triệu VND
Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,Chứng khoán đầu tư sẵn sàng để bán,,
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,,,,
Chứng khoán Chính phủ,Chứng khoán Nợ > Chứng khoán Chính phủ,Chứng khoán Chính phủ,7.058.817,8.950.088,7058817.0,8950088.0
Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán Nợ > Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán nợ do các TCTD trong nước phát hành,203.166,1.137.434,203166.0,1137434.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,,,,
Chứng khoán vốn do các TCTD trong nước phát hành,Chứng khoán Vốn > Chứng khoán vốn do các TCTD trong nước phát hành,Chứng khoán vốn do các TCTD trong nước phát hành,-,4.222,,4222.0
Chứng khoán vốn do các TCKT trong nước phát hành (i),Chứng khoán Vốn > Chứng khoán vốn do các TCKT trong nước phát hành (i),Chứng khoán vốn do các TCKT trong nước phát hành (i),745.508,870.869,745508.0,870869.0
Tổng chứng khoán đầu tư sẵn sàng để bán,Chứng khoán Vốn > Tổng chứng khoán đầu tư sẵn sàng để bán,Tổng chứng khoán đầu tư sẵn sàng để bán,8.007.491,10.962.613,8007491.0,10962613.0
Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán,,
Dự phòng giảm giá,Dự phòng rủi ro chứng khoán đầu tư sẵn sàng để bán > Dự phòng giảm giá,Dự phòng giảm giá,(425.467),(517.919),-425467.0,-517919.0
,,,7.582.024,10.444.694,7582024.0,10444694.0
Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),,
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,,,,
Chứng khoán Chính phủ (ii),Chứng khoán Nợ > Chứng khoán Chính phủ (ii),Chứng khoán Chính phủ (ii),41.466.355,26.785.331,41466355.0,26785331.0
Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán Nợ > Chứng khoán nợ do các TCTD trong nước phát hành,Chứng khoán nợ do các TCTD trong nước phát hành,3.644.754,3.796.014,3644754.0,3796014.0
Chứng khoán nợ do các TCKT trong nước phát hành(Thuyết minh 10.2),Chứng khoán Nợ > Chứng khoán nợ do các TCKT trong nước phát hành(Thuyết minh 10.2),Chứng khoán nợ do các TCKT trong nước phát hành(Thuyết minh 10.2),-,2.756.181,,2756181.0
Tổng chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Chứng khoán Nợ > Tổng chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),Tổng chứng khoán đầu tư giữ đến ngày đáo hạn (không bao gồm trái phiếu đặc biệt do VAMC phát hành),45.111.109,33.337.526,45111109.0,33337526.0
Dự phòng rủi ro chứng khoán đầu tư giữ đến ngàyđảo hạn,Dự phòng rủi ro chứng khoán đầu tư giữ đến ngàyđảo hạn,Dự phòng rủi ro chứng khoán đầu tư giữ đến ngàyđảo hạn,Dự phòng rủi ro chứng khoán đầu tư giữ đến ngàyđảo hạn,Dự phòng rủi ro chứng khoán đầu tư giữ đến ngàyđảo hạn,,
Dự phòng chung,Dự phòng rủi ro chứng khoán đầu tư giữ đến ngàyđảo hạn > Dự phòng chung,Dự phòng chung,(3.845),(28.690),-3845.0,-28690.0
Dự phòng cụ thể,Dự phòng rủi ro chứng khoán đầu tư giữ đến ngàyđảo hạn > Dự phòng cụ thể,Dự phòng cụ thể,-,(2.021.259),,-2021259.0
,,,(3.845),(2.049.949),-3845.0,-2049949.0
,,,45.107.264,31.287.577,45107264.0,31287577.0
Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,Trái phiếu đặc biệt do VAMC phát hành,,
Mệnh giá trái phiếu đặc biệt,Trái phiếu đặc biệt do VAMC phát hành > Mệnh giá trái phiếu đặc biệt,Mệnh giá trái phiếu đặc biệt,40.373,1.486.633,40373.0,1486633.0
Dự phòng trái phiếu đặc biệt,Trái phiếu đặc biệt do VAMC phát hành > Dự phòng trái phiếu đặc biệt,Dự phòng trái phiếu đặc biệt,(11.256),(417.439),-11256.0,-417439.0
,,,29.117,1.069.194,29117.0,1069194.0
Tổng chứng khoán đầu tư,Trái phiếu đặc biệt do VAMC phát hành > Tổng chứng khoán đầu tư,Tổng chứng khoán đầu tư,52.718.405,42.801.465,52718405.0,42801465.0
