row_label_raw,row_label_full,col_0,2017Triệu VND,2016Triệu VND,numeric__2017Triệu VND,numeric__2016Triệu VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,2.656.207,1.667.026,2656207.0,1667026.0
Thuế tính ở thuế suất hiện hành 20%Điều chỉnh:,Thuế tính ở thuế suất hiện hành 20%Điều chỉnh:,Thuế tính ở thuế suất hiện hành 20%Điều chỉnh:,531.241,333.405,531241.0,333405.0
Ảnh hưởng thuế của thu nhập không chịu thuế,Ảnh hưởng thuế của thu nhập không chịu thuế,Ảnh hưởng thuế của thu nhập không chịu thuế,(7.308),(4.926),-7308.0,-4926.0
Thuế từ chi phí không được khấu trừ,Thuế từ chi phí không được khấu trừ,Thuế từ chi phí không được khấu trừ,14.737,10.646,14737.0,10646.0
Thuế điều chỉnh cho những năm trước,Thuế điều chỉnh cho những năm trước,Thuế điều chỉnh cho những năm trước,108,1.553,108.0,1553.0
Ảnh hưởng của thay đổi về thuế suất,Ảnh hưởng của thay đổi về thuế suất,Ảnh hưởng của thay đổi về thuế suất,-,254,,254.0
Tài sản thuế thu nhập hoãn lại không được ghi nhận,Tài sản thuế thu nhập hoãn lại không được ghi nhận,Tài sản thuế thu nhập hoãn lại không được ghi nhận,158,920,158.0,920.0
Chuyển lỗ tính thuế,Chuyển lỗ tính thuế,Chuyển lỗ tính thuế,(860),-,-860.0,
Tổng chi phí thuế TNDN,Tổng chi phí thuế TNDN,Tổng chi phí thuế TNDN,538.076,341.852,538076.0,341852.0
Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáokết quả hoạt động kinh doanh:,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáokết quả hoạt động kinh doanh:,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáokết quả hoạt động kinh doanh:,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáokết quả hoạt động kinh doanh:,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáokết quả hoạt động kinh doanh:,,
Thuế TNDN – hiện hành,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáokết quả hoạt động kinh doanh: > Thuế TNDN – hiện hành,Thuế TNDN – hiện hành,556.141,338.590,556141.0,338590.0
Thuế TNDN – hoãn lại,Chi phí thuế thu nhập doanh nghiệp ghi nhận trong báo cáokết quả hoạt động kinh doanh: > Thuế TNDN – hoãn lại,Thuế TNDN – hoãn lại,(18.065),3.262,-18065.0,3262.0
,,,538.076,341.852,538076.0,341852.0
