row_label_raw,row_label_full,31 tháng 12 năm 2017,Miền BắcTriệu VND > 31 tháng 12 năm 2017,Miền TrungTriệu VND > 31 tháng 12 năm 2017,Miền NamTriệu VND > 31 tháng 12 năm 2017,Loại trừTriệu VND > 31 tháng 12 năm 2017,Tổng cộngTriệu VND > 31 tháng 12 năm 2017,numeric__Miền BắcTriệu VND > 31 tháng 12 năm 2017,numeric__Miền TrungTriệu VND > 31 tháng 12 năm 2017,numeric__Miền NamTriệu VND > 31 tháng 12 năm 2017,numeric__Loại trừTriệu VND > 31 tháng 12 năm 2017,numeric__Tổng cộngTriệu VND > 31 tháng 12 năm 2017
Tài sản,Tài sản,Tài sản,45.873.578,29.844.428,304.023.909,(95.425.792),284.316.123,45873578.0,29844428.0,304023909.0,-95425792.0,284316123.0
Nợ phải trả,Nợ phải trả,Nợ phải trả,45.603.761,29.486.196,286.306.688,(93.111.369),268.285.276,45603761.0,29486196.0,286306688.0,-93111369.0,268285276.0
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,269.817,358.232,2.105.860,(77.702),2.656.207,269817.0,358232.0,2105860.0,-77702.0,2656207.0
,,,Miền BắcTriệu VND,Miền TrungTriệu VND,Miền NamTriệu VND,Loại trừTriệu VND,Tổng cộngTriệu VND,,,,,
31 tháng 12 năm 2016,31 tháng 12 năm 2016,31 tháng 12 năm 2016,31 tháng 12 năm 2016,31 tháng 12 năm 2016,31 tháng 12 năm 2016,31 tháng 12 năm 2016,31 tháng 12 năm 2016,,,,,
Tài sản,31 tháng 12 năm 2016 > Tài sản,Tài sản,40.339.440,22.868.692,257.630.717,(87.157.972),233.680.877,40339440.0,22868692.0,257630717.0,-87157972.0,233680877.0
Nợ phải trả,31 tháng 12 năm 2016 > Nợ phải trả,Nợ phải trả,39.999.186,22.652.950,241.786.334,(84.820.309),219.618.161,39999186.0,22652950.0,241786334.0,-84820309.0,219618161.0
Lợi nhuận trước thuế,31 tháng 12 năm 2016 > Lợi nhuận trước thuế,Lợi nhuận trước thuế,340.254,215.741,1.276.597,(165.566),1.667.026,340254.0,215741.0,1276597.0,-165566.0,1667026.0
