row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản:,,520.209.829.165,340.418.587.445,,,520209829165.0,340418587445.0
02,02,02,"Khấu hao tài sản cố định hữu hình, bắt động sản đầu tư và hao môn tài sản cố định vô hình",,39.675.741.802,38.255.876.893,,,39675741802.0,38255876893.0
03,03,03,Hoàn nhập các khoản dự phòng,,(4.538.752.135),(3.778.301.475),,,-4538752135.0,-3778301475.0
05,05,05,Lãi từ hoạt động đầu tư,,(104.614.689.398),(353.271.239.327),,,-104614689398.0,-353271239327.0
06,06,06,Chi phí lãi vay (bao gồm chi phí phát hành trái phiếu phân bổ trong năm),29,60.044.158.415,193.395.030.353,,29.0,60044158415.0,193395030353.0
08,08,08,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,510.776.287.849,215.019.953.889,,,510776287849.0,215019953889.0
09,09,09,Giảm/(tăng) các khoản phải thu,,288.504.834.894,(226.367.544.472),,,288504834894.0,-226367544472.0
10,10,10,(Tăng)/giảm hàng tồn kho,,(1.854.280.772.727),681.498.605.803,,,-1854280772727.0,681498605803.0
11,11,11,Tăng/(giảm) các khoản phải trả,,1.350.991.607.924,(209.769.974.651),,,1350991607924.0,-209769974651.0
12,12,12,(Tăng)/giảm chi phí trả trước,,(55.567.074.916),21.521.358.696,,,-55567074916.0,21521358696.0
14,14,14,Tiền lãi vay đã trả,,(43.590.288.894),(316.665.718.231),,,-43590288894.0,-316665718231.0
15,15,15,Thuế thu nhập doanh nghiệp đã nộp,20,(40.005.602.946),(26.870.296.926),,20.0,-40005602946.0,-26870296926.0
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,156.828.991.184,138.366.384.108,,,156828991184.0,138366384108.0
,,,II. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khác",,(59.963.617.458),(25.346.324.479),,,-59963617458.0,-25346324479.0
22,22,22,"Tiền thu do thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",,1.363.636.364,-,,,1363636364.0,
23,23,23,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(1.101.028.871.493),(493.548.548.556),,,-1101028871493.0,-493548548556.0
24,24,24,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,1.489.622.320.746,646.466.720.000,,,1489622320746.0,646466720000.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác (trừ đi tiền thu về),,(3.031.155.247.850),(36.545.718.944),,,-3031155247850.0,-36545718944.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,1.621.888.650.000,12.282.244.215,,,1621888650000.0,12282244215.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,272.899.370.604,145.063.098.843,,,272899370604.0,145063098843.0
30,30,30,Lưu chuyển tiền thuần (sử dụng)/từ hoạt động đầu tư,,(806.373.759.087),248.371.471.079,,,-806373759087.0,248371471079.0
