row_label_raw,row_label_full,Tên,Chức vụ,Đơn vị tính: VND,Đơn vị tính: VND_1,numeric__Chức vụ,numeric__Đơn vị tính: VND,numeric__Đơn vị tính: VND_1
Tên,Tên,Tên,Chức vụ,Thu nhập,Thu nhập,,,
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Ông Tô Như Toàn,Tên > Ông Tô Như Toàn,Ông Tô Như Toàn,Chủ tịch HĐQT,2.471.000.000,2.456.888.000,,2471000000.0,2456888000.0
Bà Nguyễn Diệu Tú,Tên > Bà Nguyễn Diệu Tú,Bà Nguyễn Diệu Tú,Phó chủ tịch HĐQT,1.778.000.000,1.528.000.000,,1778000000.0,1528000000.0
Ông Tô Như Thắng,Tên > Ông Tô Như Thắng,Ông Tô Như Thắng,Phó chủ tịch HĐQT/ Phó Tổng Giám đốc thường trực từ ngày 23 tháng 4 năm 2025,1.961.000.000,1.988.000.000,,1961000000.0,1988000000.0
Ông Triệu Hữu Đại,Tên > Ông Triệu Hữu Đại,Ông Triệu Hữu Đại,Phó chủ tịch HĐQT từ ngày 23 tháng 4 năm 2025/Phó chủ tịch Ủy ban kiểm toán từ ngày 09 tháng 3 năm 2026,1.790.915.120,1.757.915.120,,1790915120.0,1757915120.0
Ông Trịnh Thanh Hải,Tên > Ông Trịnh Thanh Hải,Ông Trịnh Thanh Hải,Thành viên HĐQT độc lập/ Chủ tịch Ủy ban Kiểm toán,400.000.000,400.000.000,,400000000.0,400000000.0
Bà Đỗ Thị Thanh Phương,Tên > Bà Đỗ Thị Thanh Phương,Bà Đỗ Thị Thanh Phương,Thành viên HĐQT/Phó Tổng Giám đốc từ ngày 09 tháng 3 năm 2026,1.481.000.000,1.409.384.953,,1481000000.0,1409384953.0
Ông Phạm Hồng Châu,Tên > Ông Phạm Hồng Châu,Ông Phạm Hồng Châu,Thành viên HĐQT/ Tổng Giám đốc từ ngày 6 tháng 6 năm 2025,340.260.000,310.260.000,,340260000.0,310260000.0
Ông Vũ Thanh Tuấn,Tên > Ông Vũ Thanh Tuấn,Ông Vũ Thanh Tuấn,Phó Tổng Giám đốc,1.631.000.000,1.628.000.000,,1631000000.0,1628000000.0
Ông Lâm Hoàng Đăng,Tên > Ông Lâm Hoàng Đăng,Ông Lâm Hoàng Đăng,Phó Tổng Giám đốc,1.637.000.000,1.628.000.000,,1637000000.0,1628000000.0
Ông Phạm Hồng Long,Tên > Ông Phạm Hồng Long,Ông Phạm Hồng Long,Phó Tổng Giám đốc từ ngày 14 tháng 01 năm 2025,1.563.173.913,-,,1563173913.0,
Ông Nguyễn Hùng Cường,Tên > Ông Nguyễn Hùng Cường,Ông Nguyễn Hùng Cường,Phó Tổng Giám đốc từ ngày 14 tháng 01 năm 2025 đến ngày 14 tháng 1 năm 2026,1.629.217.391,-,,1629217391.0,
Bà Phan Lê Mỹ Hạnh,Tên > Bà Phan Lê Mỹ Hạnh,Bà Phan Lê Mỹ Hạnh,Phó Tổng Giám đốc từ ngày 13 tháng 5 năm 2025 đến ngày 30 tháng 11 năm 2025,754.052.273,-,,754052273.0,
TỔNG CỘNG,Tên > TỔNG CỘNG,TỔNG CỘNG,,17.436.618.697,13.106.448.073,,17436618697.0,13106448073.0
