row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
200,200,200,B. TÀI SẢN DÀI HẠN,,6.411.162.385.657,5.879.118.781.133,,,6411162385657.0,5879118781133.0
210,210,210,I. Các khoản phải thu dài hạn,,323.406.477.979,745.106.520.825,,,323406477979.0,745106520825.0
211,211,211,1. Phải thu dài hạn của khách hàng,7.1,-,3.378.885.790,,71.0,,3378885790.0
216,216,216,2. Phải thu dài hạn khác,9,323.406.477.979,741.727.635.035,,9.0,323406477979.0,741727635035.0
220,220,220,II. Tài sản cố định,,526.061.290.571,534.884.184.735,,,526061290571.0,534884184735.0
221,221,221,1. Tài sản cố định hữu hình,13,520.927.443.794,529.567.131.879,,13.0,520927443794.0,529567131879.0
222,222,222,Nguyên giá,,667.965.852.784,653.259.905.095,,,667965852784.0,653259905095.0
223,223,223,Giá trị hao mòn lũy kế,,(147.038.408.990),(123.692.773.216),,,-147038408990.0,-123692773216.0
227,227,227,2. Tài sản cố định vô hình,14,5.133.846.777,5.317.052.856,,14.0,5133846777.0,5317052856.0
228,228,228,Nguyên giá,,11.524.629.754,9.979.779.754,,,11524629754.0,9979779754.0
229,229,229,Giá trị hao mòn lũy kế,,(6.390.782.977),(4.662.726.898),,,-6390782977.0,-4662726898.0
230,230,230,III. Bất động sản đầu tư,15,304.513.483.916,316.040.808.248,,15.0,304513483916.0,316040808248.0
231,231,231,1. Nguyên giá,,350.478.849.678,350.478.849.678,,,350478849678.0,350478849678.0
232,232,232,2. Giá trị hao mòn lũy kế,,(45.965.365.762),(34.438.041.430),,,-45965365762.0,-34438041430.0
240,240,240,IV. Tài sản dở dang dài hạn,17,2.895.998.875.938,2.537.506.753.862,,17.0,2895998875938.0,2537506753862.0
241,241,241,"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",17.1,2.208.063.438.809,1.878.856.830.103,,171.0,2208063438809.0,1878856830103.0
242,242,242,2. Chi phí xây dựng cơ bản dở dang,17.2,687.935.437.129,658.649.923.759,,172.0,687935437129.0,658649923759.0
250,250,250,V. Đầu tư tài chính dài hạn,,2.231.583.797.192,1.592.252.879.397,,,2231583797192.0,1592252879397.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",18,2.231.583.797.192,1.592.252.879.397,,18.0,2231583797192.0,1592252879397.0
260,260,260,VI. Tài sản dài hạn khác,,129.598.460.061,153.327.634.066,,,129598460061.0,153327634066.0
261,261,261,1. Chi phí trả trước dài hạn,12,26.065.361.728,38.341.912.157,,12.0,26065361728.0,38341912157.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,33.3,103.533.098.333,114.985.721.909,,333.0,103533098333.0,114985721909.0
270,270,270,TỔNG CỘNG TÀI SẢN,,14.727.969.035.197,11.138.519.411.664,,,14727969035197.0,11138519411664.0
