row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
"Tiền phạt, bồi thường","Thu nhập khác > Tiền phạt, bồi thường","Tiền phạt, bồi thường",12.234.087.726,1.564.057.720,12234087726.0,1564057720.0
Các khoản khác,Thu nhập khác > Các khoản khác,Các khoản khác,2.464.474.187,843.869.691,2464474187.0,843869691.0
,,,14.698.561.913,2.407.927.411,14698561913.0,2407927411.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
"Chi phí tài trợ, ứng hộ","Chi phí khác > Chi phí tài trợ, ứng hộ","Chi phí tài trợ, ứng hộ",4.120.000.000,2.000.000.000,4120000000.0,2000000000.0
"Chi phí phạt, bồi thường","Chi phí khác > Chi phí phạt, bồi thường","Chi phí phạt, bồi thường",2.363.843.000,4.181.740.453,2363843000.0,4181740453.0
Các khoản khác,Chi phí khác > Các khoản khác,Các khoản khác,1.559.073.972,2.477.376.693,1559073972.0,2477376693.0
,,,8.042.916.972,8.659.117.146,8042916972.0,8659117146.0
LỢI NHUẬN/(LỔ) KHÁC,Chi phí khác > LỢI NHUẬN/(LỔ) KHÁC,LỢI NHUẬN/(LỔ) KHÁC,6.655.644.941,(6.251.189.735),6655644941.0,-6251189735.0
