row_label_raw,row_label_full,Các bên liên quan,Môi quan hệ,Nội dung nghiệp vụ,Năm nay,Năm trước,numeric__Môi quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__Năm trước
Tô Như Thắng,Tô Như Thắng,Tô Như Thắng,Phó Chủ tịch HDQT/Phó TGD thường trực,Đi vayTrà nợ vayThu tiền bán hàngDoanh thu bán hàngChi phí lãi vay phải trảTrà lãi vay,150.000.000.000150.000.000.00014.585.040.00013.276.446.1161.860.129.7771.860.129.777,-,,,1.5000000000015e+65,
Tô Như Thắng,Tô Như Thắng,Tô Như Thắng,Phó Chủ tịch HDQT/Phó TGD thường trực,Đi vayTrà nợ vayThu tiền bán hàngDoanh thu bán hàngChi phí lãi vay phải trảTrà lãi vay,150.000.000.000150.000.000.00014.585.040.00013.276.446.1161.860.129.7771.860.129.777,-,,,1.5000000000015e+65,
Tô Như Thắng,Tô Như Thắng,Tô Như Thắng,Phó Chủ tịch HDQT/Phó TGD thường trực,Đi vayTrà nợ vayThu tiền bán hàngDoanh thu bán hàngChi phí lãi vay phải trảTrà lãi vay,150.000.000.000150.000.000.00014.585.040.00013.276.446.1161.860.129.7771.860.129.777,-,,,1.5000000000015e+65,
Tô Như Thắng,Tô Như Thắng,Tô Như Thắng,Phó Chủ tịch HDQT/Phó TGD thường trực,Đi vayTrà nợ vayThu tiền bán hàngDoanh thu bán hàngChi phí lãi vay phải trảTrà lãi vay,150.000.000.000150.000.000.00014.585.040.00013.276.446.1161.860.129.7771.860.129.777,-,,,1.5000000000015e+65,
Tô Như Thắng,Tô Như Thắng,Tô Như Thắng,Phó Chủ tịch HDQT/Phó TGD thường trực,Đi vayTrà nợ vayThu tiền bán hàngDoanh thu bán hàngChi phí lãi vay phải trảTrà lãi vay,150.000.000.000150.000.000.00014.585.040.00013.276.446.1161.860.129.7771.860.129.777,-,,,1.5000000000015e+65,
Triệu Hữu Đại,Triệu Hữu Đại,Triệu Hữu Đại,Phó Chủ tịch HDQT/Phó Chủ tịch UBKT,Doanh thu bán hàng,13.914.082.480,-,,,13914082480.0,
Vũ Thanh Tuấn,Vũ Thanh Tuấn,Vũ Thanh Tuấn,Phó Tổng Giám đốc,Thu tiền bán hàngDoanh thu bán hàng,47.580.893.25047.513.825.274,-,,,4.758089325047514e+21,
Vũ Thanh Tuấn,Vũ Thanh Tuấn,Vũ Thanh Tuấn,Phó Tổng Giám đốc,Thu tiền bán hàngDoanh thu bán hàng,47.580.893.25047.513.825.274,-,,,4.758089325047514e+21,
Nguyễn Thái Sơn,Nguyễn Thái Sơn,Nguyễn Thái Sơn,Thành viên độc lập HDQT,Thu tiền bán hàngDoanh thu bán hàng,23.187.413.20722.932.995.166,-,,,2.318741320722933e+21,
Nguyễn Thái Sơn,Nguyễn Thái Sơn,Nguyễn Thái Sơn,Thành viên độc lập HDQT,Thu tiền bán hàngDoanh thu bán hàng,23.187.413.20722.932.995.166,-,,,2.318741320722933e+21,
Nguyễn Thế Vinh,Nguyễn Thế Vinh,Nguyễn Thế Vinh,Thành viên HDQT/Tổng Giám đốc của công ty con,Công ty con chi tạm ứng,13.696.500.000,200.000.000,,,13696500000.0,200000000.0
Trần Thu Thủy,Trần Thu Thủy,Trần Thu Thủy,Thành viên HDQT của Công ty con,Doanh thu bán hàngThu tiền bán hàng,7.387.671.1397.488.295.200,-,,,7.38767113974883e+19,
Vũ Đức Hoàng,Vũ Đức Hoàng,Vũ Đức Hoàng,Thành viên HDQT của Công ty con,Doanh thu bán hàngThu tiền bán hàng,6.047.089.2256.156.209.000,-,,,6.0470892256156205e+19,
Vũ Đức Hoàng,Vũ Đức Hoàng,Vũ Đức Hoàng,Thành viên HDQT của Công ty con,Doanh thu bán hàngThu tiền bán hàng,6.047.089.2256.156.209.000,-,,,6.0470892256156205e+19,
Tô Thị Huyền Nga,Tô Thị Huyền Nga,Tô Thị Huyền Nga,Chị gái của ông Tô Như Thắng,Doanh thu bán hàngThu tiền bán hàng,5.765.515.5465.861.661.500,-,,,5.765515546586166e+19,
Tô Thị Huyền Nga,Tô Thị Huyền Nga,Tô Thị Huyền Nga,Chị gái của ông Tô Như Thắng,Doanh thu bán hàngThu tiền bán hàng,5.765.515.5465.861.661.500,-,,,5.765515546586166e+19,
Tô Thị Mai Phương,Tô Thị Mai Phương,Tô Thị Mai Phương,Chị gái của ông Tô Như Thắng,Doanh thu bán hàngThu tiền bán hàng,5.771.306.1435.867.646.500,-,,,5.771306143586764e+19,
Tô Thị Mai Phương,Tô Thị Mai Phương,Tô Thị Mai Phương,Chị gái của ông Tô Như Thắng,Doanh thu bán hàngThu tiền bán hàng,5.771.306.1435.867.646.500,-,,,5.771306143586764e+19,
Công ty Cổ phần Abey Holdings,Công ty Cổ phần Abey Holdings,Công ty Cổ phần Abey Holdings,Bên liên quan khác đến tháng 12 năm 2024,Doanh thu cung cấp dịch vụ,-,158.400.000,,,,158400000.0
