row_label_raw,row_label_full,Bên tư vấn phát hành > Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam > Công ty Cổ phần Chứng khoán SSI - Chi nhành Hà Nội > Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam,Số cuối năm (VND) > 646.954.527.511 > 246.652.529.679 > 244.702.117.063 > 148.886.125.687,Ngày đảo hạn > Gốc trái phiếu đảo hạn tháng 1 năm 2027. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu đảo hạn tháng 12 năm 2027. Lãi được thanh toán 3 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu đảo hạn tháng 8 năm 2028. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu đảo hạn tháng 6 năm 2026. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành.,Lãi suất (%/năm) > Lãi suất áp dụng 2 kỳ đầu tiên: 11%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4%/năm > Lãi suất áp dụng 4 kỳ đầu tiên: 11%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4.5%/năm > 10% > Lãi suất áp dụng 2 kỳ đầu tiên: 11%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4%/năm,Tài sản đảm bảo > (i) > 14.000.000 cổ phiếu phổ thông của Công ty được nằm giữ bởi bên liên quan của Công ty. > 12.500.000 cổ phiếu phổ thông của Công ty được nằm giữ bởi bên liên quan của Công ty. > 9.600.000 cổ phiếu phổ thông của Công ty được nằm giữ bởi bên liên quan của Công ty.,numeric__Số cuối năm (VND) > 646.954.527.511 > 246.652.529.679 > 244.702.117.063 > 148.886.125.687,numeric__Ngày đảo hạn > Gốc trái phiếu đảo hạn tháng 1 năm 2027. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu đảo hạn tháng 12 năm 2027. Lãi được thanh toán 3 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu đảo hạn tháng 8 năm 2028. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành. > Gốc trái phiếu đảo hạn tháng 6 năm 2026. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành.,numeric__Lãi suất (%/năm) > Lãi suất áp dụng 2 kỳ đầu tiên: 11%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4%/năm > Lãi suất áp dụng 4 kỳ đầu tiên: 11%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4.5%/năm > 10% > Lãi suất áp dụng 2 kỳ đầu tiên: 11%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4%/năm,numeric__Tài sản đảm bảo > (i) > 14.000.000 cổ phiếu phổ thông của Công ty được nằm giữ bởi bên liên quan của Công ty. > 12.500.000 cổ phiếu phổ thông của Công ty được nằm giữ bởi bên liên quan của Công ty. > 9.600.000 cổ phiếu phổ thông của Công ty được nằm giữ bởi bên liên quan của Công ty.
Trong đó: Trái phiếu dài hạn đến hạn trả,Trong đó: Trái phiếu dài hạn đến hạn trả,Trong đó: Trái phiếu dài hạn đến hạn trả,148.886.125.687,,,,148886125687.0,,,
Công ty Cổ phần Chứng khoán SSI - Chi nhành Hà Nội,Công ty Cổ phần Chứng khoán SSI - Chi nhành Hà Nội,Công ty Cổ phần Chứng khoán SSI - Chi nhành Hà Nội,147.016.423.358,Gốc trái phiếu đảo hạn tháng 5 năm 2028. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành.,11%,9.500.000 cổ phiếu phổ thông của Công ty được nằm giữ bởi bên liên quan của Công ty.,147016423358.0,,0.11,
Công ty Cổ phần Chứng khoán VPBank,Công ty Cổ phần Chứng khoán VPBank,Công ty Cổ phần Chứng khoán VPBank,866.941.850.247,Gốc trái phiếu đảo hạn tháng 6 năm 2028. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành.,"Lãi suất áp dụng 2 kỳ đầu tiên: 10,5%/năm; Lãi suất áp dụng cho các kỳ còn lại: LS tham chiếu + 4,5%/năm",(ii),866941850247.0,,,
Công ty Cổ phần Chứng khoán VPBank,Công ty Cổ phần Chứng khoán VPBank,Công ty Cổ phần Chứng khoán VPBank,146.309.424.657,Gốc trái phiếu đảo hạn tháng 5 năm 2028. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành.,"Lãi suất áp dụng 2 kỳ đầu tiên: 10,5%/năm; Lãi suất áp dụng cho các kỳ còn lại: lãi suất tham chiếu + 4,5%/năm",6.250.000 cổ phiếu phổ thông của Công ty được nằm giữ bởi bên liên quan của Công ty.,146309424657.0,,,
Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam,Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam,Công ty TNHH Chứng khoán Ngân hàng TMCP Ngoại thương Việt Nam,131.807.106.650,Gốc trái phiếu đảo hạn tháng 10 năm 2028. Lãi được thanh toán 6 tháng một lần kể từ ngày phát hành.,10%,6.660.000 cổ phiếu phổ thông của Công ty được nằm giữ bởi bên liên quan của Công ty.,131807106650.0,,0.1,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.579.270.104.852,,,,2579270104852.0,,,
Trong đó:- Trái phiếu dài hạn đến hạn trả- Trái phiếu dài hạn,Trong đó:- Trái phiếu dài hạn đến hạn trả- Trái phiếu dài hạn,Trong đó:- Trái phiếu dài hạn đến hạn trả- Trái phiếu dài hạn,148.886.125.6872.430.383.979.165,,,,1.4888612568724305e+24,,,
