row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí hoa hồng môi giới,Chi phí bán hàng > Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,25.358.090.959,5.289.006.488,25358090959.0,5289006488.0
Chi phí lương nhân viên bán hàng,Chi phí bán hàng > Chi phí lương nhân viên bán hàng,Chi phí lương nhân viên bán hàng,2.749.810.884,1.847.939.143,2749810884.0,1847939143.0
"Chi phí quảng cáo, khuyến mại","Chi phí bán hàng > Chi phí quảng cáo, khuyến mại","Chi phí quảng cáo, khuyến mại",32.269.468.750,179.183.801,32269468750.0,179183801.0
Chi phí khác,Chi phí bán hàng > Chi phí khác,Chi phí khác,1.690.687.976,152.726.235,1690687976.0,152726235.0
TỔNG CỘNG,Chi phí bán hàng > TỔNG CỘNG,TỔNG CỘNG,62.068.058.569,7.468.855.667,62068058569.0,7468855667.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí nhân viên quản lý,Chi phí quản lý doanh nghiệp > Chi phí nhân viên quản lý,Chi phí nhân viên quản lý,82.704.660.154,52.348.235.387,82704660154.0,52348235387.0
Chi phí quản lý khách sạn,Chi phí quản lý doanh nghiệp > Chi phí quản lý khách sạn,Chi phí quản lý khách sạn,28.252.284.316,27.457.473.415,28252284316.0,27457473415.0
Chi phí dịch vụ mua ngoài,Chi phí quản lý doanh nghiệp > Chi phí dịch vụ mua ngoài,Chi phí dịch vụ mua ngoài,72.547.664.540,22.749.486.854,72547664540.0,22749486854.0
"Chi phí công cụ, dụng cụ, đồ dùng văn phòng","Chi phí quản lý doanh nghiệp > Chi phí công cụ, dụng cụ, đồ dùng văn phòng","Chi phí công cụ, dụng cụ, đồ dùng văn phòng",8.938.546.577,8.022.265.516,8938546577.0,8022265516.0
Chi phí khấu hao tài sản cố định,Chi phí quản lý doanh nghiệp > Chi phí khấu hao tài sản cố định,Chi phí khấu hao tài sản cố định,3.658.929.517,2.004.357.865,3658929517.0,2004357865.0
Hoàn nhập dự phòng,Chi phí quản lý doanh nghiệp > Hoàn nhập dự phòng,Hoàn nhập dự phòng,(5.970.927.024),(3.758.456.195),-5970927024.0,-3758456195.0
Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp > Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,23.547.038.762,28.358.363.959,23547038762.0,28358363959.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,213.678.196.842,137.181.726.801,213678196842.0,137181726801.0
