row_label_raw,row_label_full,Lỗ thanh lý khoản đầu tư (Thuyết minh số 4.4),Năm nay > 157.979.953.874,Đơn vị tính: VND > Năm trước > -,numeric__Năm nay > 157.979.953.874,numeric__Đơn vị tính: VND > Năm trước > -
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,52.481.275.104,186.448.115.484,52481275104.0,186448115484.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,7.562.883.311,6.946.914.869,7562883311.0,6946914869.0
Chi phí tài chính khác,Chi phí tài chính khác,Chi phí tài chính khác,2.981.233.686,143.592.878,2981233686.0,143592878.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,221.005.345.975,193.538.623.231,221005345975.0,193538623231.0
