row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm (Trình bày lại – Thuyết minh số 41),numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm (Trình bày lại – Thuyết minh số 41)
Chi phí lãi vay,Chi phí lãi vay,Chi phí lãi vay,789.498.692,471.766.262,789498692.0,471766262.0
Chi phí hoạt động,Chi phí hoạt động,Chi phí hoạt động,19.889.639,31.598.195,19889639.0,31598195.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,809.388.331,503.364.457,809388331.0,503364457.0
