row_label_raw,row_label_full,col_0,Ngân VND,numeric__Ngân VND
Vào ngày 31 tháng 12 năm 2013,Vào ngày 31 tháng 12 năm 2013,Vào ngày 31 tháng 12 năm 2013,Vào ngày 31 tháng 12 năm 2013,
Lợi nhuận sau thuế chưa phân phối theo báo cáo năm trước Điều chỉnh chi phí lãi vay bổ sung,Lợi nhuận sau thuế chưa phân phối theo báo cáo năm trước Điều chỉnh chi phí lãi vay bổ sung,Lợi nhuận sau thuế chưa phân phối theo báo cáo năm trước Điều chỉnh chi phí lãi vay bổ sung,2.636.250.156(11.780.557),
Lợi nhuận sau thuế chưa phân phối sau điều chỉnh,Lợi nhuận sau thuế chưa phân phối theo báo cáo năm trước Điều chỉnh chi phí lãi vay bổ sung > Lợi nhuận sau thuế chưa phân phối sau điều chỉnh,Lợi nhuận sau thuế chưa phân phối sau điều chỉnh,2.624.469.599,2624469599.0
Vào ngày 31 tháng 12 năm 2014,Vào ngày 31 tháng 12 năm 2014,Vào ngày 31 tháng 12 năm 2014,Vào ngày 31 tháng 12 năm 2014,
Lợi nhuận sau thuế chưa phân phối theo báo cáo năm trước Điều chỉnh chi phí lãi vay bổ sung,Lợi nhuận sau thuế chưa phân phối theo báo cáo năm trước Điều chỉnh chi phí lãi vay bổ sung,Lợi nhuận sau thuế chưa phân phối theo báo cáo năm trước Điều chỉnh chi phí lãi vay bổ sung,2.696.254.404(32.105.978),
Lợi nhuận sau thuế chưa phân phối sau điều chỉnh,Lợi nhuận sau thuế chưa phân phối theo báo cáo năm trước Điều chỉnh chi phí lãi vay bổ sung > Lợi nhuận sau thuế chưa phân phối sau điều chỉnh,Lợi nhuận sau thuế chưa phân phối sau điều chỉnh,2.664.148.426,2664148426.0
