row_label_raw,row_label_full,Tên ngân hàng,Số cuối năm > Ngàn VND,Nguyên tệ > Ngàn VND,Nguyên tệ > USD,Thời hạn thanh toán và ngày đáo hạn,Lãi suất %/năm,"Tài sản thế chấp (Thuyết minh số 5, 10, 12, 13, 14 và 15)",numeric__Số cuối năm > Ngàn VND,numeric__Nguyên tệ > Ngàn VND,numeric__Nguyên tệ > USD,numeric__Thời hạn thanh toán và ngày đáo hạn,numeric__Lãi suất %/năm,"numeric__Tài sản thế chấp (Thuyết minh số 5, 10, 12, 13, 14 và 15)"
HD Bank – Chi nhánh Sở giao dịch Đồng Nai,HD Bank – Chi nhánh Sở giao dịch Đồng Nai,HD Bank – Chi nhánh Sở giao dịch Đồng Nai,HD Bank – Chi nhánh Sở giao dịch Đồng Nai,HD Bank – Chi nhánh Sở giao dịch Đồng Nai,HD Bank – Chi nhánh Sở giao dịch Đồng Nai,HD Bank – Chi nhánh Sở giao dịch Đồng Nai,HD Bank – Chi nhánh Sở giao dịch Đồng Nai,HD Bank – Chi nhánh Sở giao dịch Đồng Nai,,,,,,
Hợp đồng vay số 0044/2014/HĐTDTD H-DN ngày 25 tháng 4 năm 2014,HD Bank – Chi nhánh Sở giao dịch Đồng Nai > Hợp đồng vay số 0044/2014/HĐTDTD H-DN ngày 25 tháng 4 năm 2014,Hợp đồng vay số 0044/2014/HĐTDTD H-DN ngày 25 tháng 4 năm 2014,874.362.225,449.999.993,18.827.073,Hoàn trả trong vòng 60 tháng từ ngày giải ngân (tức ngày 25 tháng 4 năm 2014),"8% cho năm đầu tiên, sau đó lãi suất huy động USD thời gian 12 tháng của ngân hàng cộng 7% nhưng không vượt quá 8%/năm, điều chỉnh 2 lần mỗi năm (2015: 12% - 13%/năm cho VND và 7,5% - 8%/năm cho USD)","42.880.000 Cổ phiếu của Công ty do Chủ tịch Hội đồng Quản trị Công ty nấm giữ và toàn bộ quyền phát sinh; quyền thuê đất, tài sản gắn liền với đất, tài sản hình thành trên đất và quyền khai thác dự án Hoàng Anh Lymphat",874362225.0,449999993.0,18827073.0,,,
HD Bank – Chi nhánh Đắk Lắk,HD Bank – Chi nhánh Đắk Lắk,HD Bank – Chi nhánh Đắk Lắk,HD Bank – Chi nhánh Đắk Lắk,HD Bank – Chi nhánh Đắk Lắk,HD Bank – Chi nhánh Đắk Lắk,HD Bank – Chi nhánh Đắk Lắk,HD Bank – Chi nhánh Đắk Lắk,HD Bank – Chi nhánh Đắk Lắk,,,,,,
Hợp đồng vay số 1762/2015/HĐTDTD H-DN ngày 2 tháng 12 năm 2015,HD Bank – Chi nhánh Đắk Lắk > Hợp đồng vay số 1762/2015/HĐTDTD H-DN ngày 2 tháng 12 năm 2015,Hợp đồng vay số 1762/2015/HĐTDTD H-DN ngày 2 tháng 12 năm 2015,62.960.625,62.960.625,-,Hoàn trả trong vòng 60 tháng từ ngày giải ngân (tức ngày 2 tháng 12 năm 2015),"11,25","Tài sản hình thành từ vốn vay, đàn bỏ và bề con thuộc dự án chân nuôi bỏ",62960625.0,62960625.0,,,11.25,
Tổng cộng HD bank,HD Bank – Chi nhánh Đắk Lắk > Tổng cộng HD bank,Tổng cộng HD bank,937.322.850,,,,,,937322850.0,,,,,
"ACB, Chi nhánh Gia Lai","ACB, Chi nhánh Gia Lai","ACB, Chi nhánh Gia Lai","ACB, Chi nhánh Gia Lai","ACB, Chi nhánh Gia Lai","ACB, Chi nhánh Gia Lai","ACB, Chi nhánh Gia Lai","ACB, Chi nhánh Gia Lai","ACB, Chi nhánh Gia Lai",,,,,,
Hợp đồng tin dụng số GILDN02041110 ngày 4 tháng 11 năm 2010,"ACB, Chi nhánh Gia Lai > Hợp đồng tin dụng số GILDN02041110 ngày 4 tháng 11 năm 2010",Hợp đồng tin dụng số GILDN02041110 ngày 4 tháng 11 năm 2010,178.581.238,178.581.238,-,Hoàn trả trong vòng 120 tháng kể từ ngày giải ngân đầu tiên (tức ngày 4 tháng 11 năm 2010),"Lãi suất thả nổi, (2015: 10,5% - 11%/năm)",28.405.000 cổ phiếu HNG; tiền gửi ngân hàng của Công ty trị giá 24.000.000 ngân VND (Thuyết minh số 5),178581238.0,178581238.0,,,,
Trong đó:Vay dài hạn đến hạn trả,"ACB, Chi nhánh Gia Lai > Trong đó:Vay dài hạn đến hạn trả",Trong đó:Vay dài hạn đến hạn trả,178.581.238,,,,,,178581238.0,,,,,
