row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Chi phí trồng cây cao su và cây cọ dầu (*) (**),Chi phí trồng cây cao su và cây cọ dầu (*) (**),Chi phí trồng cây cao su và cây cọ dầu (*) (**),10.812.792.985,6.634.309.584,10812792985.0,6634309584.0
Chi phí dự án Khu phức hợp Hoàng Anh Gia Lai Myanmar (*),Chi phí dự án Khu phức hợp Hoàng Anh Gia Lai Myanmar (*),Chi phí dự án Khu phức hợp Hoàng Anh Gia Lai Myanmar (*),5.495.274.409,2.717.217.940,5495274409.0,2717217940.0
Nhà máy thủy điện (*),Nhà máy thủy điện (*),Nhà máy thủy điện (*),3.305.411.052,1.667.380.438,3305411052.0,1667380438.0
Văn phòng cho thuê,Văn phòng cho thuê,Văn phòng cho thuê,793.334.270,793.161.542,793334270.0,793161542.0
Nhà xưởng và nhà máy nông trường (*),Nhà xưởng và nhà máy nông trường (*),Nhà xưởng và nhà máy nông trường (*),614.760.611,336.387.148,614760611.0,336387148.0
Dư án bò thịt (*),Dư án bò thịt (*),Dư án bò thịt (*),239.012.337,57.262.902,239012337.0,57262902.0
Vườn tiêu (*),Vườn tiêu (*),Vườn tiêu (*),83.114.339,64.776.197,83114339.0,64776197.0
Học viện bóng đá HAGL - Arsenal JMG,Học viện bóng đá HAGL - Arsenal JMG,Học viện bóng đá HAGL - Arsenal JMG,47.140.970,100.268.827,47140970.0,100268827.0
Thiết bị hạ tầng ngành khoáng sản,Thiết bị hạ tầng ngành khoáng sản,Thiết bị hạ tầng ngành khoáng sản,,213.693.057,,213693057.0
Các công trình khác (*),Các công trình khác (*),Các công trình khác (*),68.035.342,162.801.926,68035342.0,162801926.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,21.458.876.315,12.747.259.561,21458876315.0,12747259561.0
