row_label_raw,row_label_full,col_0,Số cuối năm,Ngàn VND Số đầu năm,numeric__Số cuối năm,numeric__Ngàn VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Phải trả tiền mượn các công ty,Ngắn hạn > Phải trả tiền mượn các công ty,Phải trả tiền mượn các công ty,985.416.520,297.637.199,985416520.0,297637199.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Chieun Sekong Group,Trong đó: > Chieun Sekong Group,Chieun Sekong Group,509.487.168,-,509487168.0,
HongKong Tongqing International Trading Limited,Trong đó: > HongKong Tongqing International Trading Limited,HongKong Tongqing International Trading Limited,254.401.133,-,254401133.0,
Các công ty khác,Trong đó: > Các công ty khác,Các công ty khác,221.528.219,297.637.199,221528219.0,297637199.0
Phải trả bên liên quan (Thuyết minh số 37),Trong đó: > Phải trả bên liên quan (Thuyết minh số 37),Phải trả bên liên quan (Thuyết minh số 37),132.170.945,234.249.473,132170945.0,234249473.0
Phải trả tiền thuê đất,Trong đó: > Phải trả tiền thuê đất,Phải trả tiền thuê đất,14.649.561,16.239.014,14649561.0,16239014.0
Phí bảo trì căn hộ,Trong đó: > Phí bảo trì căn hộ,Phí bảo trì căn hộ,14.386.625,12.319.247,14386625.0,12319247.0
Phải trả nhân viên,Trong đó: > Phải trả nhân viên,Phải trả nhân viên,10.422.712,1.283.500,10422712.0,1283500.0
Các khoản khác,Trong đó: > Các khoản khác,Các khoản khác,60.501.225,53.226.082,60501225.0,53226082.0
,,,1.217.547.588,614.954.515,1217547588.0,614954515.0
Dải hạn,Dải hạn,Dải hạn,Dải hạn,Dải hạn,,
Tiền thuê đất phải trả,Dải hạn > Tiền thuê đất phải trả,Tiền thuê đất phải trả,185.951.658,166.433.291,185951658.0,166433291.0
Nhận ký quỹ dài hạn (*),Dải hạn > Nhận ký quỹ dài hạn (*),Nhận ký quỹ dài hạn (*),155.032.207,-,155032207.0,
Các khoản khác,Dải hạn > Các khoản khác,Các khoản khác,205.741.000,3.340.222,205741000.0,3340222.0
,,,546.724.865,169.773.513,546724865.0,169773513.0
TỔNG CỘNG,Dải hạn > TỔNG CỘNG,TỔNG CỘNG,1.764.272.453,784.728.028,1764272453.0,784728028.0
