row_label_raw,row_label_full,col_0,Năm nay,Ngân VNDNăm trước,numeric__Năm nay,numeric__Ngân VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,180.631.718,106.382.214,180631718.0,106382214.0
Lãi từ thanh lý tài sản cố định,Lãi từ thanh lý tài sản cố định,Lãi từ thanh lý tài sản cố định,161.694.345,96.328.508,161694345.0,96328508.0
Các khoản bồi thường nhận được,Các khoản bồi thường nhận được,Các khoản bồi thường nhận được,2.672.268,1.570.141,2672268.0,1570141.0
Các khoản khác,Các khoản khác,Các khoản khác,16.265.105,8.483.565,16265105.0,8483565.0
Chi phí khác,Chi phí khác,Chi phí khác,615.325.413,81.957.304,615325413.0,81957304.0
Chi phí xóa số tài sản ngành khoáng sản,Chi phí xóa số tài sản ngành khoáng sản,Chi phí xóa số tài sản ngành khoáng sản,496.810.516,-,496810516.0,
Chi phí xóa số tài sản ngành thủy điện,Chi phí xóa số tài sản ngành thủy điện,Chi phí xóa số tài sản ngành thủy điện,47.811.857,-,47811857.0,
Các khoản phạt,Các khoản phạt,Các khoản phạt,11.281.615,11.092.220,11281615.0,11092220.0
Khấu hao tài sản ngưng sử dụng,Khấu hao tài sản ngưng sử dụng,Khấu hao tài sản ngưng sử dụng,1.581.124,13.380.104,1581124.0,13380104.0
Các khoản khác,Các khoản khác,Các khoản khác,57.840.301,57.484.980,57840301.0,57484980.0
(Lỗ) LỢI NHUẬN KHÁC,(Lỗ) LỢI NHUẬN KHÁC,(Lỗ) LỢI NHUẬN KHÁC,(434.693.695),24.424.910,-434693695.0,24424910.0
