row_label_raw,row_label_full,col_0,Năm nay,Năm trước(Trình bày lại –Thuyết minh số 41),numeric__Năm nay,numeric__Năm trước(Trình bày lại –Thuyết minh số 41)
Lợi nhuận thuộc cổ đông sở hữu cổ phiếu phổ thông của Công ty (Ngàn VND),Lợi nhuận thuộc cổ đông sở hữu cổ phiếu phổ thông của Công ty (Ngàn VND),Lợi nhuận thuộc cổ đông sở hữu cổ phiếu phổ thông của Công ty (Ngàn VND),502.343.207,1.453.002.809,502343207.0,1453002809.0
Trích lập quỹ phúc lợi (Ngàn VND),Trích lập quỹ phúc lợi (Ngàn VND),Trích lập quỹ phúc lợi (Ngàn VND),(18.110.412),(6.663.674),-18110412.0,-6663674.0
Tiền lãi sau thuế của trái phiếu chuyển đổi hạch toán vào báo cáo kết quả hoạt động kinh doanh hợp nhất (Ngàn VND),Tiền lãi sau thuế của trái phiếu chuyển đổi hạch toán vào báo cáo kết quả hoạt động kinh doanh hợp nhất (Ngàn VND),Tiền lãi sau thuế của trái phiếu chuyển đổi hạch toán vào báo cáo kết quả hoạt động kinh doanh hợp nhất (Ngàn VND),47.883.010,57.475.599,47883010.0,57475599.0
Lợi nhuận thuộc cổ đông sở hữu cổ phiếu phổ thông của Công ty được điều chỉnh do ảnh hưởng pha loãng (Ngàn VND),Lợi nhuận thuộc cổ đông sở hữu cổ phiếu phổ thông của Công ty được điều chỉnh do ảnh hưởng pha loãng (Ngàn VND),Lợi nhuận thuộc cổ đông sở hữu cổ phiếu phổ thông của Công ty được điều chỉnh do ảnh hưởng pha loãng (Ngàn VND),532.115.805,1.503.814.734,532115805.0,1503814734.0
Số cổ phiếu bình quân lưu hành trong năm để tính lãi cơ bản trên cổ phiếu,Số cổ phiếu bình quân lưu hành trong năm để tính lãi cơ bản trên cổ phiếu,Số cổ phiếu bình quân lưu hành trong năm để tính lãi cơ bản trên cổ phiếu,789.899.283,789.949.511,789899283.0,789949511.0
Tăng số lượng cổ phiếu bình quân do ảnh hưởng của cổ phiếu tiêm năng có thể được chuyển đổi từ trái phiếu chuyển đổi (*),Tăng số lượng cổ phiếu bình quân do ảnh hưởng của cổ phiếu tiêm năng có thể được chuyển đổi từ trái phiếu chuyển đổi (*),Tăng số lượng cổ phiếu bình quân do ảnh hưởng của cổ phiếu tiêm năng có thể được chuyển đổi từ trái phiếu chuyển đổi (*),55.993.892,55.993.892,55993892.0,55993892.0
Số lượng cổ phiếu bình quân lưu hành đã được điều chỉnh do ảnh hưởng pha loãng trong năm,Số lượng cổ phiếu bình quân lưu hành đã được điều chỉnh do ảnh hưởng pha loãng trong năm,Số lượng cổ phiếu bình quân lưu hành đã được điều chỉnh do ảnh hưởng pha loãng trong năm,845.893.175,845.943.403,845893175.0,845943403.0
Lãi trên cổ phiếu (VND),Lãi trên cổ phiếu (VND),Lãi trên cổ phiếu (VND),,,,
- Lãi cơ bản trên cổ phiếu,Lãi trên cổ phiếu (VND) > - Lãi cơ bản trên cổ phiếu,- Lãi cơ bản trên cổ phiếu,613,1.831,613.0,1831.0
- Lãi suy giảm trên cổ phiếu,Lãi trên cổ phiếu (VND) > - Lãi suy giảm trên cổ phiếu,- Lãi suy giảm trên cổ phiếu,613,1.778,613.0,1778.0
