row_label_raw,row_label_full,Tên ngân hàng,Số cuối nămNgàn VND,Nguyên tệUSD,Thời hạn thanh toán và ngày đảo hạn,Lãi suất%/năm,"Tài sản thế chấp(Thuyết minh số5, 10, 12, 13, 14 và 15)",numeric__Số cuối nămNgàn VND,numeric__Nguyên tệUSD,numeric__Thời hạn thanh toán và ngày đảo hạn,numeric__Lãi suất%/năm,"numeric__Tài sản thế chấp(Thuyết minh số5, 10, 12, 13, 14 và 15)"
Eximbank – Chi nhánh Trung tâm Giao dịch số 1,Eximbank – Chi nhánh Trung tâm Giao dịch số 1,Eximbank – Chi nhánh Trung tâm Giao dịch số 1,Eximbank – Chi nhánh Trung tâm Giao dịch số 1,Eximbank – Chi nhánh Trung tâm Giao dịch số 1,Eximbank – Chi nhánh Trung tâm Giao dịch số 1,Eximbank – Chi nhánh Trung tâm Giao dịch số 1,Eximbank – Chi nhánh Trung tâm Giao dịch số 1,,,,,
"Hợp đồng vay số2000-LAV-201302293, ngày18 tháng 4 năm2013","Eximbank – Chi nhánh Trung tâm Giao dịch số 1 > Hợp đồng vay số2000-LAV-201302293, ngày18 tháng 4 năm2013","Hợp đồng vay số2000-LAV-201302293, ngày18 tháng 4 năm2013",3.155.600.000,140.000.000,"Hoàn trả trong vòng120 tháng tính từngày giải ngân đầu tiên (tức ngày 10 tháng 4 năm 2013).Được thanh toán hàng quý làm 28 lần, lần đầu vào tháng 4 năm 2016","Lãi suất LIBOR 3 tháng bằng USD vào thời điểm giải ngân + 7,8%/năm và điều chỉnh 3 tháng một lần (2015: 8% - 8,5%/năm)","Tổng giá trị tài sản hình thành trong tương lai từ dự án “Trung tâm Thương mại Hoàng Anh Gia Lai Myanmar”, các khoản phải thu và tài sản khác; 196.368.900 cổ phần của HAN - tài sản này hiện đang đồng thời thế chấp cho trái phiếu 650 tỷ sở hữu bởi HDBank và trái phiếu 600 tỷ sở hữu bởi VPBank trình bày ở trên(Thuyết minh số 26.3)",3155600000.0,140000000.0,,,
Trong đó:Vay dài hạnđến hạn trả,Eximbank – Chi nhánh Trung tâm Giao dịch số 1 > Trong đó:Vay dài hạnđến hạn trả,Trong đó:Vay dài hạnđến hạn trả,338.100.000,,,,,338100000.0,,,,
"BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai","BIDV, Chi nhánh Gia Lai",,,,,
"Hợp đồng vay số01/2010/HĐ-TD, ngày 1 tháng 4 năm 2010","BIDV, Chi nhánh Gia Lai > Hợp đồng vay số01/2010/HĐ-TD, ngày 1 tháng 4 năm 2010","Hợp đồng vay số01/2010/HĐ-TD, ngày 1 tháng 4 năm 2010",723.036.497,32.077.928,Hoàn trả trong vòng130 tháng kể từ ngày giải ngân đầu tiên (tức ngày 28 tháng 4 năm 2010),"Lãi suất huy động tiết kiệm của BIDV bằng USD kỳ hạn 12 tháng trả lãi sau + 4,7%/năm(2015: 7%/năm)","Quyền sử dụng đất và vườn cây cao su với quy mô 10.000 ha tại Tĩnh Attapeu, Lào",723036497.0,32077928.0,,,
Hợp đồng vay số01/2013/BIDV-Attapeu ngày 17 tháng 10 năm2013,"BIDV, Chi nhánh Gia Lai > Hợp đồng vay số01/2013/BIDV-Attapeu ngày 17 tháng 10 năm2013",Hợp đồng vay số01/2013/BIDV-Attapeu ngày 17 tháng 10 năm2013,508.460.141,22.542.200,Hoàn trả trong vòng132 tháng kể từ ngày giải ngân đầu tiên (tức ngày 23 tháng 12 năm 2013),Lãi suất suất huy động tiết kiệm của BIDV bằng USD kỳ hạn 12 tháng trả lãi sau + 5%/năm(2015: 7%/năm),"Tài sản dự án thủy điện Nậm Kông 2; khu liên hợp học viện bóng đá HAGL; bệnh viện Đại học Y Dược HAGL bao gồm quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất trị giả 262 tỷ VND",508460141.0,22542200.0,,,
